KRZAST	KSTRANA	PORCISLO	JMENO	PRIJMENI	TITULPRED	TITULZA	VEK	POVOLANI	BYDLISTEN	BYDLISTEK	PSTRANA	NSTRANA	PLATNOST	POCHLASU	POCPROC	MANDAT	PORADIMAND	PORADINAHR	POHLAVI	ROK	VSTRANA
1	3	21	Rudolf	Plch			60	důchodce	Vlašim	530883	53	53	A	292	0	A	21	0	M	2000	53
1	3	22	Josef	Šalda	Ing.		56	starosta	Čelákovice	538132	53	53	A	1197	0	N	0	1	M	2000	53
1	3	23	Milan	Volf	Mgr.		37	starosta	Kladno	532053	53	53	A	3229	0	N	0	2	M	2000	53
1	3	24	Mark	Dzirasa			25	podnikatel	Kutná Hora	533955	53	53	A	695	0	N	0	3	M	2000	53
1	3	25	Jindřich	Bartoň	Mgr.		31	učitel	Kutná Hora	533955	53	53	A	1111	0	N	0	4	M	2000	53
1	3	26	Milan	Horvát			47	podnikatel	Lysá nad Labem	537454	53	53	A	408	0	N	0	5	M	2000	53
1	3	27	Pavel	Bohatec	MVDr.		38	veterinární lékař	Uhlířské Janovice	534498	53	53	A	971	0	N	0	6	M	2000	53
1	3	28	Jan	Morava			21	učitel	Neratovice	535087	53	53	A	1003	0	N	0	7	M	2000	53
1	3	29	Martin	Baumgartner	MUDr.		32	lékař	Poděbrady	537683	53	53	A	1472	0	N	0	8	M	2000	53
1	3	30	Jozef	Ďurčanský	Ing.		53	starosta	Poděbrady	537683	53	53	A	1158	0	N	0	9	M	2000	53
1	3	31	Miroslav	Jeník	Ing.		40	finanční ředitel	Nymburk	537004	53	53	A	710	0	N	0	10	M	2000	53
1	3	32	Jaroslav	Buřil			65	důchodce	Mladá Boleslav	535419	53	53	A	983	0	N	0	11	M	2000	53
1	3	33	Rudolf	Kasseckert			60	zástupce starosty	Kralupy nad Vltavou	534951	53	53	A	519	0	N	0	12	M	2000	53
1	3	34	Jaromír	Fischer			55	starosta	Český Brod	533271	53	53	A	1019	0	N	0	13	M	2000	53
1	3	35	Martin	Polívka	Ing.		32	manažer	Mladá Boleslav	535419	53	53	A	1725	0	N	0	14	M	2000	53
1	3	36	Jaromír	Jech			51	výkonný místopř. SMO	Říčany	538728	53	53	A	416	0	N	0	15	M	2000	53
1	3	37	Jiří	Kaucký	Mgr.		27	právník	Dobřichovice	539198	53	53	A	1062	0	N	0	16	M	2000	53
1	3	38	Kateřina	Schwippelová			59	podnikatelka	Zadní Třebaň	531979	53	53	A	429	0	N	0	17	F	2000	53
1	3	39	Miloš	Kasalický			45	podnikatel	Kralupy nad Vltavou	534951	53	53	A	563	0	N	0	18	M	2000	53
1	3	40	Vít	Procházka	Ing.		28	PHD student -  ČVUT	Kutná Hora	533955	53	53	A	894	0	N	0	19	M	2000	53
1	3	41	Augustin	Řízek			54	podnikatel	Mělník	534676	53	53	A	829	0	N	0	20	M	2000	53
1	3	42	Dana	Fraňková	RNDr.		44	podnikatelka	Zájezd	571598	53	53	A	389	0	N	0	21	F	2000	53
1	3	43	Václav	Hrubý	Ing.	CSc.	53	vědecký prac. MZe	Mezouň	531537	53	53	A	394	0	N	0	22	M	2000	53
1	3	44	Martin	Fousek	Ing.		30	technik	Sázava	534382	53	53	A	341	0	N	0	23	M	2000	53
1	3	45	Kateřina	Zusková			40	starostka	Nižbor	531596	53	53	A	714	0	N	0	24	F	2000	53
1	3	46	Miloš	Mašek			27	podnikatel	Lysá nad Labem	537454	53	53	A	368	0	N	0	25	M	2000	53
1	3	47	Roman	Lajpert			46	ředitel ZUŠ	Benešov	529303	53	53	A	518	0	N	0	26	M	2000	53
1	3	48	Karel	Šebek			49	technik	Neveklov	530310	53	53	A	481	0	N	0	27	M	2000	53
1	3	49	Michala	Štětinová			38	ekonomka	Vlašim	530883	53	53	A	551	0	N	0	28	F	2000	53
1	3	50	Alena	Panáčková	Ing.		29	zástupce starosty	Milovice	537501	53	53	A	601	0	N	0	29	F	2000	53
1	3	51	Jiří	Nedoma			49	starosta	Odolena Voda	538574	53	53	A	493	0	N	0	30	M	2000	53
1	3	52	Jarmila	Nováková	Ing.		52	ved. odboru MěÚ	Příbram	539911	53	53	A	722	0	N	0	31	F	2000	53
1	3	53	Adolf	Toman	Mgr.		58	ředitel divadla	Nymburk	537004	53	53	A	549	0	N	0	32	M	2000	53
1	3	54	Martin	Libich			31	podnikatel	Rostoklaty	533661	53	53	A	257	0	N	0	33	M	2000	53
1	3	55	Dan	Jiránek	Ing.		37	zástupce starosty	Kladno	532053	53	53	A	1728	0	N	0	34	M	2000	53
1	3	56	Jan	Němeček	PhDr.	CSc.	37	vědecký pracovník AV	Netvořice	530298	53	53	A	599	0	N	0	35	M	2000	53
1	3	57	Jiří	Hudeček			35	starosta	Lety	539406	53	53	A	571	0	N	0	36	M	2000	53
1	3	58	Vojtěch	Munzar	Ing.		23	ekonom	Kladno	532053	53	53	A	1627	0	N	0	37	M	2000	53
1	3	59	Jiří	Huml			46	podnikatel	Zdice	532011	53	53	A	451	0	N	0	38	M	2000	53
1	3	60	Jiří	Musil			56	podnikatel	Vinec	570842	53	53	A	230	0	N	0	39	M	2000	53
1	3	61	Jakub	Nekolný	Bc.		29	zástupce starosty	Český Brod	533271	53	53	A	507	0	N	0	40	M	2000	53
1	3	62	Pavla	Nováková			43	ref.odb.investic MěÚ	Příbram	539911	53	53	A	531	0	N	0	41	F	2000	53
1	3	63	František	Ečer			41	podnikatel	Beroun	531057	53	53	A	353	0	N	0	42	M	2000	53
1	3	64	Jaroslav	Mašek			54	trenér plavání	Příbram	539911	53	53	A	549	0	N	0	43	M	2000	53
1	3	65	Petr	Tluchoř			32	podnikatel	Brandýs n.L.-St.Bol.	538094	53	53	A	389	0	N	0	44	M	2000	53
1	3	66	Martin	Vlasák			27	podnikatel	Český Brod	533271	53	53	A	321	0	N	0	45	M	2000	53
1	3	67	Jiří	Šmejkal			24	podnikatel	Neveklov	530310	53	53	A	216	0	N	0	46	M	2000	53
1	3	68	Zdeněk	Nejdl	Ing.		41	závodní dolu	Rakovník	541656	53	53	A	349	0	N	0	47	M	2000	53
1	3	69	Radomír	Štětina	Ing.		38	společník firmy	Dobříš	540111	53	53	A	363	0	N	0	48	M	2000	53
1	3	70	Martin	Zeman			31	technik	Sázava	534382	53	53	A	172	0	N	0	49	M	2000	53
1	8	1	Jaroslav	Brejcha			56	lékař	Neratovice	535087	101	101	A	228	0	N	0	0	M	2000	101
1	8	2	František	Jirota			48	úředník	Benešov	529303	99	101	A	165	0	N	0	0	M	2000	101
1	8	3	Hana	Kašová			64	starostka	Oleška	533564	99	101	A	200	0	N	0	0	F	2000	101
1	8	4	Iva	Tlášková			38	lékařka	Prodašice	570753	99	101	A	250	0	N	0	0	F	2000	101
1	8	5	Martin	Nykl			50	zemědělský inženýr	Dobříš	540111	101	101	A	184	0	N	0	0	M	2000	101
1	8	6	Aleš	Cink			31	inženýr technik	Štěchovice	539732	99	101	A	144	0	N	0	0	M	2000	101
1	8	7	Karel	Kůrka			38	admin. pracovník	Březnice	540013	99	101	A	96	0	N	0	0	M	2000	101
1	8	8	Bohuslav	Lana			55	učitel	Neratovice	535087	101	101	A	115	0	N	0	0	M	2000	101
1	8	9	Jan	Bárta			50	technik	Vlašim	530883	99	101	A	99	0	N	0	0	M	2000	101
1	8	10	Jana	Rytířová			31	zdravotní sestra	Sedlčany	541281	99	101	A	265	0	N	0	0	F	2000	101
1	8	11	Jiří	Bartoš			53	technik	Neratovice	535087	99	101	A	53	0	N	0	0	M	2000	101
1	8	12	Karel	Štěpánek			52	technik	Příbram	539911	99	101	A	85	0	N	0	0	M	2000	101
1	8	13	Josef	Červenka			69	důchodce	Příbram	539911	99	101	A	42	0	N	0	0	M	2000	101
1	8	14	Karel	Štěpánek			19	student	Příbram	539911	99	101	A	172	0	N	0	0	M	2000	101
1	8	15	Jan	Trmal			60	zemědělský inženýr	Dublovice	540218	101	101	A	172	0	N	0	0	M	2000	101
1	12	1	Antonín	Podzimek			51	starosta města	Sedlec-Prčice	530573	102	102	A	4109	0	A	1	0	M	2000	208
1	12	2	Josef	Vacek			41	starosta města	Příbram	539911	1	1	A	5961	0	A	2	0	M	2000	208
1	12	3	František	Vácha			58	řed.územ.odb. MZe	Svatý Jan	541397	1	1	A	4014	0	A	3	0	M	2000	208
1	12	4	Miroslav	Velechovský	Ing.		36	ředitel staveb.firmy	Nymburk	537004	102	102	A	2416	0	A	4	0	M	2000	208
1	12	5	Helena	Langšádlová			37	starostka města	Černošice	539139	1	1	A	2957	0	A	5	0	F	2000	208
1	12	6	Zbyněk	Šorm	Ing.		47	státní zaměstnanec	Jílové u Prahy	539333	102	102	A	1378	0	A	6	0	M	2000	208
1	12	7	Eva	Kudláčková	Ing.		47	odb.prac. MŠMT	Brandýs n.L.-St.Bol.	538094	81	81	A	2057	0	A	7	0	F	2000	208
1	12	8	Vladimír	Mirka	MUDr.		45	lékař	Kladno	532053	13	13	A	1804	0	A	8	0	M	2000	208
1	12	9	Josef	Kubiš			57	soukromý podnikatel	Nymburk	537004	1	1	A	1356	0	A	9	0	M	2000	208
1	12	10	Richard	Brabec	Mgr.		34	finanční manažer	Kladno	532053	102	102	A	1411	0	A	10	0	M	2000	208
1	12	11	Josef	Hložek	Ing.		46	soukromý zemědělec	Chotětov	535931	1	1	A	2094	0	A	11	0	M	2000	208
1	12	12	Bohumil	Dvořák			37	obchodník	Kutná Hora	533955	102	102	A	1237	0	A	12	0	M	2000	208
1	12	13	Jiří	Králík			53	starosta města	Kostelec nad Labem	534935	1	1	A	787	0	A	13	0	M	2000	208
1	12	14	Jan	Vaněček	Ing.		40	zást.starosty města	Brandýs n.L.-St.Bol.	538094	102	102	A	1257	0	A	14	0	M	2000	208
1	12	15	Jiří	Flek			44	soukromý podnikatel	Kostelec nad Č.Lesy	533416	81	81	A	696	0	A	15	0	M	2000	208
1	12	16	Petr	Drnec	Ing.		39	soukromý podnikatel	Kladno	532053	13	13	A	749	0	A	16	0	M	2000	208
1	12	17	Karel	Sova	Ing.		48	ekonomický ředitel	Kolín	533165	1	1	A	1285	0	N	0	1	M	2000	208
1	12	18	František	Pospíšil	Ing.		48	starosta města	Pečky	537641	102	102	A	1079	0	N	0	2	M	2000	208
1	12	19	František	Klabík			58	stavební technik	Benešov	529303	1	1	A	954	0	N	0	3	M	2000	208
1	12	20	Ivo	Michalička	MUDr.		39	lékař	Rakovník	541656	102	102	A	1223	0	N	0	4	M	2000	208
1	12	21	Jaroslav	Viták	MUDr.		37	lékař	Brandýs n.L.-St.Bol.	538094	1	1	A	1453	0	N	0	5	M	2000	208
1	12	22	Zdeněk	Holý	Ing.		43	živnostník	Příbram	539911	102	102	A	850	0	N	0	6	M	2000	208
1	12	23	Michal	Stehlík	Ing.		30	pracovník ČP	Rakovník	541656	13	13	A	537	0	N	0	7	M	2000	208
1	12	24	Petr	Houda			55	soukromý podnikatel	Slaný	532819	1	1	A	426	0	N	0	8	M	2000	208
1	12	25	Alois	Šulc	Ing.		67	soukromý podnikatel	Králův Dvůr	533203	102	102	A	170	0	N	0	9	M	2000	208
1	12	26	Josef	Kryštof			51	starosta obce	Suchdol	534439	1	1	A	382	0	N	0	10	M	2000	208
1	12	27	Jan	Kavan	Ing.		65	ředitel škol.úřadu	Mladá Boleslav	535419	102	102	A	836	0	N	0	11	M	2000	208
1	12	28	Luboš	Čížek	Mgr.		34	ekolog	Hořovice	531189	1	1	A	1018	0	N	0	12	M	2000	208
1	12	29	Vladimír	Lelek	Ing.	DrSc.	60	vědecký pracovník	Slaný	532819	102	102	A	444	0	N	0	13	M	2000	208
1	12	30	Ladislav	Nepožitek	Paed.Dr.		39	ředitel pojišťovny	Příbram	539911	1	1	A	979	0	N	0	14	M	2000	208
1	12	31	Eva	Navrátilová			55	knihkupec	Poděbrady	537683	102	102	A	789	0	N	0	15	F	2000	208
1	12	32	Jaroslav	Čermák	MUDr.		61	dětský lékař	Příbram	539911	1	1	A	1743	0	N	0	16	M	2000	208
1	12	33	Zdeněk	Řenč			53	oční optik	Rakovník	541656	102	102	A	388	0	N	0	17	M	2000	208
1	12	34	Rudolf	Dosedla			58	soukromý podnikatel	Kutná Hora	533955	81	81	A	600	0	N	0	18	M	2000	208
1	12	35	Josef	Vítek	Ing.		49	projektant	Mníšek pod Brdy	540765	13	13	A	340	0	N	0	19	M	2000	208
1	12	36	Marie	Kubová			44	personalistka	Příbram	539911	1	1	A	613	0	N	0	20	F	2000	208
1	12	37	Kamil	Machart			27	řed.sítě reg.tisku	Králův Dvůr	533203	102	102	A	243	0	N	0	21	M	2000	208
1	12	38	Karel	Blecha	Ing.		45	soukromý podnikatel	Mladá Boleslav	535419	1	1	A	571	0	N	0	22	M	2000	208
1	12	39	Pavel	Pavlík			30	vedoucí nákupu	Benešov	529303	102	102	A	368	0	N	0	23	M	2000	208
1	12	40	Aleš	Omáčka	MUDr.		44	lékař	Nymburk	537004	1	1	A	822	0	N	0	24	M	2000	208
1	12	41	Jan	Bouda	Ing.		27	ekonom	Kutná Hora	533955	102	102	A	503	0	N	0	25	M	2000	208
1	12	42	Tomáš	Roith	MUDr.		53	lékař	Neratovice	535087	1	1	A	809	0	N	0	26	M	2000	208
1	12	43	Jaroslava	Chmelařová			44	administr.pracovnice	Mladá Boleslav	535419	102	102	A	402	0	N	0	27	F	2000	208
1	12	44	Tomáš	Czernin	Ing.		38	soukromý zemědělec	Dymokury	537128	99	1	A	1189	0	N	0	28	M	2000	208
1	12	45	Jiří	Veselý			65	důchodce	Kostelec nad Č.Lesy	533416	102	102	A	97	0	N	0	29	M	2000	208
1	12	46	František	Rousek	MUDr.		47	lékař	Benešov	529303	1	1	A	1254	0	N	0	30	M	2000	208
1	12	47	Jan	Veselý	Mgr.		56	učitel	Březnice	540013	102	102	A	216	0	N	0	31	M	2000	208
1	12	48	Václav	Hrabě			31	soukromý zemědělec	Sedlec	529591	81	81	A	747	0	N	0	32	M	2000	208
1	12	49	Miloš	Špringr	Mgr.		25	učitel	Čelákovice	538132	13	13	A	303	0	N	0	33	M	2000	208
1	12	50	František	Zelenka			50	starosta obce	Křivsoudov	530000	1	1	A	515	0	N	0	34	M	2000	208
1	12	51	Jaroslav	Špůr	Ing.		47	ekolog	Čelákovice	538132	102	102	A	293	0	N	0	35	M	2000	208
1	12	52	Dagmar	Kovářová	Th.Mgr.		66	učitelka	Divišov	529621	1	1	A	347	0	N	0	36	F	2000	208
1	12	53	Martin	Vaculík			51	vedoucí supermarketu	Mělník	534676	102	102	A	205	0	N	0	37	M	2000	208
1	12	54	Petr	Horák	Mgr.		28	zást.starosty obce	Liběchov	535001	1	1	A	312	0	N	0	38	M	2000	208
1	12	55	Ladislav	Nádvorník	Ing.		39	starosta obce	Brodce	535559	102	102	A	373	0	N	0	39	M	2000	208
1	12	56	Zdeněk	Čulík			54	invalidní důchodce	Neveklov	530310	1	1	A	271	0	N	0	40	M	2000	208
1	12	57	Vladimír	Havlíček	Ing.	CSc.	57	vedoucí technik	Kolín	533165	102	102	A	194	0	N	0	41	M	2000	208
1	12	58	Jiří	Libánský	Ing.		35	státní úředník	Poděbrady	537683	1	1	A	301	0	N	0	42	M	2000	208
1	12	59	Martina	Kotyková	Ing.		29	v domácnosti	Nové Strašecí	542164	102	102	A	284	0	N	0	43	F	2000	208
1	12	60	Josef	Förster	PhDr.PaedDr.	CSc.	56	středoškolský učitel	Rataje nad Sázavou	534358	81	81	A	437	0	N	0	44	M	2000	208
1	12	61	Věra	Šumanová	Mgr.		60	ředitelka SŠ	Čelákovice	538132	13	13	A	138	0	N	0	45	F	2000	208
1	12	62	Helena	Dvořáková			46	tlumočnice	Bystřice	529451	1	1	A	305	0	N	0	46	F	2000	208
1	12	63	Ivan	Menoušek	Ing.		44	systémový inženýr	Vranov	530921	102	102	A	84	0	N	0	47	M	2000	208
1	12	64	Stanislav	Rakouš			54	soukromý zemědělec	Velká Dobrá	533025	1	1	A	328	0	N	0	48	M	2000	208
1	12	65	Michael	Voříšek			31	analytik	Poděbrady	537683	102	102	A	268	0	N	0	49	M	2000	208
1	12	66	Karel	Jedlička			21	student VŠE	Mladá Boleslav	535419	1	1	A	442	0	N	0	50	M	2000	208
1	12	67	Miroslav	Martínek	Ing.		68	ekolog	Kutná Hora	533955	81	81	A	277	0	N	0	51	M	2000	208
1	12	68	Magdalena	Wohlštátová			47	referentka	Brandýs n.L.-St.Bol.	538094	13	13	A	305	0	N	0	52	F	2000	208
1	12	69	Jiří	Nechvilka			57	zemědělský odborník	Hořovice	531189	102	102	A	196	0	N	0	53	M	2000	208
1	12	70	Miloslava	Čábelková			45	zást.starosty obce	Krakovany	533441	1	1	A	245	0	N	0	54	F	2000	208
1	19	1	Luboš	Ďurica			25	prac. bezp. ostrahy	Mělník	534676	100	100	A	21	0	N	0	0	M	2000	100
1	22	1	Petr	Honc			38	ekonom	Polepy	533599	51	51	A	17	0	N	0	0	M	2000	51
1	22	2	Jaroslav	Hrdina			49	finanční poradce	Beroun	531057	99	51	A	23	0	N	0	0	M	2000	51
1	22	3	Josef	Pišvejc	JUDr.		61	právník	Beroun	531057	99	51	A	32	0	N	0	0	M	2000	51
1	22	4	Soňa	Ferrerová			49	dělnice	Mnichovo Hradiště	536326	99	51	A	11	0	N	0	0	F	2000	51
1	22	5	Vít	Skřivánek	Ing.		41	státní zaměstnanec	Poříčany	537705	99	51	A	9	0	N	0	0	M	2000	51
1	22	6	Ivan	Jernek	Ing.		50	kontrolor	Dobříš	540111	99	51	A	14	0	N	0	0	M	2000	51
1	24	1	Ljulin	Christov			58	podnikatel	Kosmonosy	570826	11	127	A	164	0	N	0	0	M	2000	258
1	24	2	Vladimír	Mlejnecký			26	zámečník	Mělník	534676	11	127	A	176	0	N	0	0	M	2000	258
1	24	3	Ivo	Vlk			59	podnikatel	Mělník	534676	11	127	A	168	0	N	0	0	M	2000	258
1	24	4	Oldřich	Leidl			44	řidič	Nymburk	537004	11	127	A	159	0	N	0	0	M	2000	258
1	24	5	Jaroslav	Dupák			45	karosář	Příbram	539911	11	11	A	110	0	N	0	0	M	2000	258
1	24	6	Petr	Škrdlant			40	podnikatel	Slaný	532819	11	11	A	105	0	N	0	0	M	2000	258
1	24	7	Stanislav	Oplt	Ing.		74	důchodce	Mnichovo Hradiště	536326	11	79	A	58	0	N	0	0	M	2000	258
1	24	8	Jan	Kubeš			43	zaměstnanec Čes.drah	Mělník	534676	99	11	A	102	0	N	0	0	M	2000	258
1	24	9	Jan	Srb			29	manažer	Slaný	532819	11	11	A	113	0	N	0	0	M	2000	258
1	24	10	Jiří	Zedník			50	elektrikář	Ujkovice	570761	11	11	A	72	0	N	0	0	M	2000	258
1	24	11	Miroslav	Novák			41	podnikatel	Kralupy nad Vltavou	534951	11	11	A	67	0	N	0	0	M	2000	258
1	24	12	Vojtěch	Hanžl			49	důchodce	Kralupy nad Vltavou	534951	11	79	A	42	0	N	0	0	M	2000	258
1	24	13	Jan	Mixa			48	strojvedoucí	Český Brod	533271	11	11	A	89	0	N	0	0	M	2000	258
1	24	14	Markéta	Kalánová			25	nezaměstnaná	Lužná	542041	99	127	A	84	0	N	0	0	F	2000	258
1	24	15	Jiří	Volf			49	dělník	Mladá Boleslav	535419	11	11	A	61	0	N	0	0	M	2000	258
1	24	16	Ondřej	Doležal			19	prac. v lesním sekt.	Kladno	532053	99	127	A	73	0	N	0	0	M	2000	258
1	24	17	Daniel	Chalupa			32	řidič	Horní Počaply	534790	99	11	A	65	0	N	0	0	M	2000	258
1	24	18	Milan	Zahradník			31	podnikatel	Slaný	532819	11	11	A	67	0	N	0	0	M	2000	258
1	24	19	Jaroslav	Veselý			37	dělník	Mladá Boleslav	535419	11	11	A	87	0	N	0	0	M	2000	258
1	24	20	Jiří	Kalina			38	invalidní důchodce	Olovnice	532673	11	79	A	49	0	N	0	0	M	2000	258
1	24	21	Vladimír	Veselý	MUDr.		54	lékař	Kralupy nad Vltavou	534951	99	11	A	192	0	N	0	0	M	2000	258
1	24	22	Stanislava	Volfová			66	důchodkyně	Neratovice	535087	11	11	A	18	0	N	0	0	F	2000	258
1	24	23	Pavel	Stehlík			25	podnikatel	Kolomuty	570974	11	127	A	49	0	N	0	0	M	2000	258
1	24	24	Petr	Svoboda			39	řidič	Slaný	532819	11	11	A	95	0	N	0	0	M	2000	258
1	24	25	Miloslav	Chudáček			52	tesař	Chrást	564249	11	11	A	48	0	N	0	0	M	2000	258
1	24	26	Oldřich	Novotný			67	důchodce	Velký Borek	535265	11	79	A	25	0	N	0	0	M	2000	258
1	24	27	Lucie	Dvorská			27	podnikatelka	Mladá Boleslav	535419	99	127	A	78	0	N	0	0	F	2000	258
1	24	28	Jan	Říha			64	důchodce	Krhanice	529958	11	11	A	22	0	N	0	0	M	2000	258
1	24	29	Martin	Ulbrich			35	hasič	Dolní Beřkovice	534765	11	11	A	55	0	N	0	0	M	2000	258
1	24	30	Lenka	Ješátková			32	na mateřské dovolené	Slaný	532819	11	11	A	55	0	N	0	0	F	2000	258
1	24	31	Vladimír	Straka			68	důchodce	Mníšek pod Brdy	540765	11	79	A	33	0	N	0	0	M	2000	258
1	24	32	Pavel	Kupsa			48	instalatér	Vlašim	530883	11	11	A	63	0	N	0	0	M	2000	258
1	24	33	Jaroslav	Novák			51	technik	Čakovičky	598291	11	11	A	18	0	N	0	0	M	2000	258
1	24	34	Antonín	Řezáč			60	důchodce	Liběchov	535001	99	11	A	10	0	N	0	0	M	2000	258
1	24	35	Antonín	Henych			54	obchodní cestující	Černuc	532207	11	11	A	4	0	N	0	0	M	2000	258
1	24	36	Silvie	Jiránková			30	podnikatelka	Kosmonosy	570826	99	11	A	15	0	N	0	0	F	2000	258
1	24	37	Karel	Dvořák			30	dělník	Bělá pod Bezdězem	535443	99	127	A	14	0	N	0	0	M	2000	258
1	24	38	Miloslav	Hubala			46	podnikatel	Kostelec nad Labem	534935	11	11	A	19	0	N	0	0	M	2000	258
1	24	39	Jana	Doležalová			46	knihovnice	Kladno	532053	11	11	A	35	0	N	0	0	F	2000	258
1	24	40	Václav	Křička			76	důchodce	Nymburk	537004	11	11	A	14	0	N	0	0	M	2000	258
1	24	41	Josef	Krupička			29	admin. pracovník	Úmonín	534501	99	127	A	18	0	N	0	0	M	2000	258
1	24	42	Martin	Lapin			58	vedoucí posunu	Kralupy nad Vltavou	534951	11	11	A	13	0	N	0	0	M	2000	258
1	24	43	Jiřina	Loudová			39	kuchařka	Bělá pod Bezdězem	535443	99	11	A	15	0	N	0	0	F	2000	258
1	24	44	Karel	Lang			60	důchodce	Nelahozeves	535079	11	11	A	4	0	N	0	0	M	2000	258
1	24	45	Josef	Soudský			54	dělník	Hořín	534803	11	11	A	12	0	N	0	0	M	2000	258
1	24	46	Antonín	Pletánek			47	řidič	Městec Králové	537489	11	11	A	24	0	N	0	0	M	2000	258
1	24	47	Václava	Christová			57	důchodkyně	Kosmonosy	570826	99	11	A	10	0	N	0	0	F	2000	258
1	24	48	Vlastimil	Stříbrský			80	důchodce	Lužná	542041	11	11	A	7	0	N	0	0	M	2000	258
1	24	49	Miloslav	Vávra			60	televizní opravář	Mníšek pod Brdy	540765	11	11	A	8	0	N	0	0	M	2000	258
1	24	50	Josef	Šnajdr			25	technik	Kolomuty	570974	99	127	A	27	0	N	0	0	M	2000	258
1	24	51	František	Pýcha			62	důchodce	Český Brod	533271	11	11	A	6	0	N	0	0	M	2000	258
1	24	52	Alena	Ovsenáková	Mgr.		48	invalidní důchodkyně	Nelahozeves	535079	99	11	A	18	0	N	0	0	F	2000	258
1	24	53	Miloslava	Čechová			70	důchodkyně	Neratovice	535087	99	11	A	9	0	N	0	0	F	2000	258
1	24	54	Jiří	Kočí			21	invalidní důchodce	Mladá Boleslav	535419	99	127	A	15	0	N	0	0	M	2000	258
1	24	55	Jana	Straková			33	nezaměstnaná	Mníšek pod Brdy	540765	99	11	A	16	0	N	0	0	F	2000	258
1	24	56	Jaroslav	Hricík			29	údržbář	Krhanice	529958	99	127	A	16	0	N	0	0	M	2000	258
1	24	57	Vladimír	Malý			54	podnikatel	Mělník	534676	11	11	A	15	0	N	0	0	M	2000	258
1	24	58	Milan	Kučera			63	důchodce	Týnec nad Sázavou	530841	11	79	A	13	0	N	0	0	M	2000	258
1	24	59	Irena	Ševčíková			55	dělnice	Mladá Boleslav	535419	99	11	A	19	0	N	0	0	F	2000	258
1	24	60	Jan	Zuska			46	zámečník	Kralupy nad Vltavou	534951	99	11	A	12	0	N	0	0	M	2000	258
1	24	61	Marta	Vrbová			61	důchodkyně	Byšice	534722	11	11	A	7	0	N	0	0	F	2000	258
1	24	62	Jiřina	Havlasová			80	důchodkyně	Čelákovice	538132	11	79	A	10	0	N	0	0	F	2000	258
1	24	63	Jiří	Vondráček			67	důchodce	Mladá Boleslav	535419	11	11	A	5	0	N	0	0	M	2000	258
1	24	64	Dagmar	Hrabalová			47	kuchařka	Nymburk	537004	11	11	A	25	0	N	0	0	F	2000	258
