KRZAST	KSTRANA	PORCISLO	JMENO	PRIJMENI	TITULPRED	TITULZA	VEK	POVOLANI	BYDLISTEN	BYDLISTEK	PSTRANA	NSTRANA	PLATNOST	POCHLASU	POCPROC	MANDAT	PORADIMAND	PORADINAHR	POHLAVI	ROK	VSTRANA
3	21	32	Luboš	Pruner			44	dispečer	Plzeň	2	99	5	A	4	0	N	0	0	M	2000	269
3	21	33	Pavel	Dudák			27	podnikatel	Rokycany	559717	99	5	A	10	0	N	0	0	M	2000	269
3	21	34	Radmila	Pláničková	Mgr.		34	učitelka	Plzeň	2	5	5	A	24	0	N	0	0	F	2000	269
3	21	35	Vladimír	Šupina	MUDr.		28	lékař	Plzeň	2	99	5	A	29	0	N	0	0	M	2000	269
3	21	36	Pavel	Křesťan			37	invalidní důchodce	Vejprnice	559580	5	5	A	5	0	N	0	0	M	2000	269
3	21	37	Ivana	Telínová	Ing.		33	mateřská dovolená	Plzeň	2	99	5	A	6	0	N	0	0	F	2000	269
3	21	38	Roland	Němec			54	strojvedoucí	Nýřany	559300	5	5	A	16	0	N	0	0	M	2000	269
3	21	39	Filip	Růžička			21	zaměst. České pošty	Plzeň	2	99	5	A	9	0	N	0	0	M	2000	269
3	21	40	Jan	Šnajdr			34	strojvedoucí	Plzeň	2	99	5	A	16	0	N	0	0	M	2000	269
3	21	41	Petr	Pešta	Bc.		25	student	Plzeň	2	99	5	A	38	0	N	0	0	M	2000	269
3	21	42	Svatopluk	Šmolík	Ing.		73	důchodce	Třemošná	559521	5	5	A	8	0	N	0	0	M	2000	269
3	21	43	Jiří	Dolejš			51	autodopravce	Plzeň	2	5	5	A	2	0	N	0	0	M	2000	269
3	21	44	Jana	Formůsková			50	kuchařka	Plzeň	2	99	5	A	2	0	N	0	0	F	2000	269
3	21	45	Martina	Horáková			36	administr.pracovnice	Plzeň	2	99	5	A	4	0	N	0	0	F	2000	269
3	21	46	Markéta	Laštovková			18	studentka	Plzeň	2	99	5	A	33	0	N	0	0	F	2000	269
3	21	47	Ivan	Víšek			21	student	Plzeň	2	99	5	A	24	0	N	0	0	M	2000	269
3	24	1	Tomáš	Vandas			31	předseda Rev.komise	Nýřany	559300	11	127	A	172	0	N	0	0	M	2000	258
3	24	2	Jaroslav	Diviš			51	podnikatel	Osek	560057	11	127	A	60	0	N	0	0	M	2000	258
3	24	3	Ladislav	Opava			41	ved.referent ochrany	Tachov	560715	11	127	A	92	0	N	0	0	M	2000	258
3	24	4	Vladimír	Pelák			45	řidič	Nýřany	559300	11	127	A	49	0	N	0	0	M	2000	258
3	24	5	František	Nosek			34	podnikatel	Osek	560057	11	11	A	28	0	N	0	0	M	2000	258
3	24	6	Václav	Bureš			19	referent bezp.služby	Plzeň	2	99	127	A	42	0	N	0	0	M	2000	258
3	24	7	Bohuslav	Albl			57	řidič	Plzeň	2	11	11	A	57	0	N	0	0	M	2000	258
3	24	8	Laura	Kuschová			19	studentka	Nýřany	559300	99	127	A	57	0	N	0	0	F	2000	258
3	24	9	Václav	Chmelík			37	zaměstnanec ČD	Hostouň	553689	11	11	A	43	0	N	0	0	M	2000	258
3	24	10	Miroslav	Rájek			32	podnikatel	Osek	560057	11	11	A	19	0	N	0	0	M	2000	258
3	24	11	Václav	Tyrpekl			59	důchodce	Nezvěstice	558141	99	11	A	30	0	N	0	0	M	2000	258
3	24	13	Jaroslav	Filinger			31	důchodce	Tachov	560715	11	11	A	33	0	N	0	0	M	2000	258
3	24	14	Ladislav	Průcha			31	pekař	Plzeň	2	11	11	A	58	0	N	0	0	M	2000	258
3	24	15	Přemysl	Spousta			58	stavební technik	Tachov	560715	11	11	A	45	0	N	0	0	M	2000	258
3	24	16	Martin	Mikulášek			19	ochrana objektu	Plzeň	2	99	127	A	27	0	N	0	0	M	2000	258
3	24	17	Roman	Mezera			27	podnikatel	Klatovy	555771	99	127	A	40	0	N	0	0	M	2000	258
3	24	18	Josef	Bělčický			52	podnikatel	Tachov	560715	99	11	A	39	0	N	0	0	M	2000	258
3	24	19	Alžběta	Jeslínková			52	jeřábnice	Plzeň	2	11	11	A	21	0	N	0	0	F	2000	258
3	24	20	Václav	Jacyszyn			43	podnikatel	Zruč-Senec	559679	99	11	A	12	0	N	0	0	M	2000	258
3	24	21	Tomáš	Hendrych			27	řidič	Osek	560057	11	11	A	15	0	N	0	0	M	2000	258
3	24	22	Jan	Schejbal			32	strojník	Stod	558389	11	11	A	27	0	N	0	0	M	2000	258
3	24	23	Jaroslav	Nobilis			40	úředník	Osek	560057	11	11	A	31	0	N	0	0	M	2000	258
3	24	24	Miloslav	Šorm			56	svářeč	Starý Plzenec	558371	11	11	A	20	0	N	0	0	M	2000	258
3	24	25	Vladimír	Panský			49	elektrotechnik	Plzeň	2	99	11	A	17	0	N	0	0	M	2000	258
3	24	26	Jan	Jung			50	údržbář	Chrást	558966	99	11	A	20	0	N	0	0	M	2000	258
3	24	27	Jiří	Třikač			24	zedník	Nezvěstice	558141	11	11	A	26	0	N	0	0	M	2000	258
3	24	28	Renáta	Rájková			32	zdravotní sestra	Osek	560057	11	11	A	40	0	N	0	0	F	2000	258
3	24	29	Jiří	Hrdlička			25	strojní zámečník	Tachov	560715	11	11	A	27	0	N	0	0	M	2000	258
3	24	30	Alena	Nosková			29	dělnice	Osek	560057	11	11	A	5	0	N	0	0	F	2000	258
3	24	31	Jaroslav	Milnařík			53	zámečník	Hradec	557731	99	11	A	7	0	N	0	0	M	2000	258
3	24	32	Regina	Gregorová			28	nezaměstnaná	Kralovice	559075	99	127	A	8	0	N	0	0	F	2000	258
3	24	33	Štěpánka	Kadlecová			34	celní deklarantka	Tachov	560715	99	11	A	23	0	N	0	0	F	2000	258
3	24	34	Radek	Maroušek			32	dělník	Mutěnín	553999	11	11	A	16	0	N	0	0	M	2000	258
3	24	35	Jana	Braunová			59	důchodkyně	Železná Ruda	557528	11	79	A	1	0	N	0	0	F	2000	258
3	24	36	Jaroslav	Hlůžek			27	dělník	Osek	560057	11	11	A	22	0	N	0	0	M	2000	258
3	24	37	Václav	Springer			74	důchodce	Staňkov	554294	11	79	A	5	0	N	0	0	M	2000	258
3	24	38	Jiří	Kott			49	dělník v zem.sektoru	Přimda	561151	99	11	A	14	0	N	0	0	M	2000	258
3	24	39	Jaroslav	Diviš			26	invalidní důchodce	Osek	560057	11	11	A	5	0	N	0	0	M	2000	258
3	24	40	Daniel	Maňovský			38	vedoucí výroby	Tachov	560715	11	11	A	14	0	N	0	0	M	2000	258
3	24	41	Václav	Krejcar			50	traťový dělník	Kolinec	556467	99	11	A	7	0	N	0	0	M	2000	258
3	24	42	Martina	Jeslínková			28	prodavačka	Plzeň	2	99	127	A	13	0	N	0	0	F	2000	258
3	24	43	Miroslav	Loritz			23	strojník	Stod	558389	99	127	A	7	0	N	0	0	M	2000	258
3	24	44	Anton	Tomečko			52	zaměstnanec ČD	Tachov	560715	11	11	A	6	0	N	0	0	M	2000	258
3	24	45	Marie	Voláková			61	důchodkyně	Staňkov	554294	11	79	A	6	0	N	0	0	F	2000	258
3	24	46	František	Maroušek			25	zedník	Mutěnín	553999	11	127	A	6	0	N	0	0	M	2000	258
3	24	47	Ludmila	Klukanová			56	vrátná	Domažlice	553425	99	11	A	2	0	N	0	0	F	2000	258
3	24	48	Milan	Tůma			42	dělník	Plzeň	2	11	11	A	8	0	N	0	0	M	2000	258
3	24	49	Pavel	Brož			21	student	Bezvěrov	558656	99	127	A	14	0	N	0	0	M	2000	258
3	24	50	Karel	Toman			64	důchodce	Plzeň	2	11	79	A	7	0	N	0	0	M	2000	258
3	28	1	Miroslav	Majer	JUDr.		39	právník-advokát	Mirošov	559997	14	14	A	27	0	N	0	0	M	2000	14
3	28	2	Petr	Dragoun	Ing.		36	výrobní ředitel	Horní Bříza	558885	99	14	A	11	0	N	0	0	M	2000	14
3	28	3	Pavel	Kašpar	Ing.		57	vedoucí staveb.úřadu	Mirošov	559997	99	14	A	16	0	N	0	0	M	2000	14
3	28	4	Pavel	Sudzina			37	strážník měs.policie	Plzeň	2	99	14	A	9	0	N	0	0	M	2000	14
3	28	5	Josef	Vook	Ing.		57	technik	Plzeň	2	99	14	A	5	0	N	0	0	M	2000	14
3	28	6	Marie	Pechová			36	hlavní pokladní	Rokycany	559717	99	14	A	10	0	N	0	0	F	2000	14
3	28	7	Eva	Dragounová			33	soukr. podnikatelka	Horní Bříza	558885	99	14	A	6	0	N	0	0	F	2000	14
3	31	1	Miloslav	Rubáš	Ing.		40	starosta	Nýrsko	556831	99	2	A	208	0	N	0	0	M	2000	2
3	31	2	Jiří	Herbrik			47	místostarosta	Domažlice	553425	99	2	A	152	0	N	0	0	M	2000	2
3	31	3	Jiří	Fejfar			43	starosta	Střížovice	558401	2	2	A	103	0	N	0	0	M	2000	2
3	31	4	Petr	Kocman	Ing.		41	místostarosta	Sušice	557153	99	2	A	113	0	N	0	0	M	2000	2
3	31	5	Oldřich	Rozšafný	Ing.		41	manažer	Plzeň	2	2	2	A	39	0	N	0	0	M	2000	2
3	31	6	Josef	Březina			52	živnostník	Kralovice	559075	99	2	A	23	0	N	0	0	M	2000	2
3	31	7	Karel	Pflügner			53	vedoucí manažer	Žihle	559695	2	2	A	54	0	N	0	0	M	2000	2
3	31	8	Miloslav	Pazdera			43	starosta	Babylon	553433	99	2	A	74	0	N	0	0	M	2000	2
3	31	9	Jiřina	Eretová			49	učitelka	Domažlice	553425	99	2	A	90	0	N	0	0	F	2000	2
3	31	10	Emil	Siegl			47	podnikatel	Klatovy	555771	99	2	A	67	0	N	0	0	M	2000	2
3	31	11	Lenka	Šubrtová	MUDr.		33	lékařka	Chotěšov	557838	68	2	A	70	0	N	0	0	F	2000	2
3	31	12	Monika	Šírková			24	vedoucí provozu	Mladotice	559237	2	2	A	35	0	N	0	0	F	2000	2
3	31	13	Jan	Joza			36	podnikatel	Domažlice	553425	99	2	A	28	0	N	0	0	M	2000	2
3	31	14	Vlastimil	Vachtl	Ing.		43	vedoucí	Staňkov	554294	99	2	A	36	0	N	0	0	M	2000	2
3	31	15	Pavel	Gruber			46	ředitel	Plzeň	2	2	2	A	32	0	N	0	0	M	2000	2
3	31	16	Josef	Duchek	Ing.		51	vedoucí	Horšovský Týn	553671	99	2	A	21	0	N	0	0	M	2000	2
3	31	17	Martin	Volf			28	živnostník	Koloveč	553816	99	2	A	40	0	N	0	0	M	2000	2
3	31	18	František	Černý			39	technik	Zahořany	554464	99	2	A	14	0	N	0	0	M	2000	2
3	31	19	Milan	Kozlík	MUDr.		28	lékař	Dobřív	559776	68	2	A	47	0	N	0	0	M	2000	2
3	31	20	Zdeňka	Kazdová			43	filmová produkční	Plzeň	2	2	2	A	22	0	N	0	0	F	2000	2
3	31	21	Josef	Kubík	JUDr.		59	advokát	Hamry	578240	2	2	A	62	0	N	0	0	M	2000	2
3	31	22	Milan	Kazda	Ing.		69	filmový režisér	Plzeň	2	2	2	A	21	0	N	0	0	M	2000	2
3	31	23	Karel	Špaček	RNDr.		58	ekolog	Poběžovice	554111	2	2	A	48	0	N	0	0	M	2000	2
3	31	24	Jiří	Pšeidl			55	podnikatel	Vejprnice	559580	2	2	A	11	0	N	0	0	M	2000	2
3	31	25	Josef	Kroupa	Ing.		43	podnikatel	Předslav	557005	99	2	A	26	0	N	0	0	M	2000	2
3	31	26	Milan	Borovička			65	podnikatel	Domažlice	553425	99	2	A	30	0	N	0	0	M	2000	2
3	31	27	Václav	Grosz			55	elektromontér	Nové Mitrovice	558176	2	2	A	18	0	N	0	0	M	2000	2
3	31	28	Pavel	Gruber			23	operátor	Plzeň	2	2	2	A	22	0	N	0	0	M	2000	2
3	31	29	Zbyněk	Jonáš			60	důchodce	Poleň	541788	2	2	A	6	0	N	0	0	M	2000	2
3	31	30	Václav	Hrubý			36	nákupčí	Střížovice	558401	99	2	A	29	0	N	0	0	M	2000	2
3	31	31	Václav	Kupka	Ing.		48	technik	Plzeň	2	2	2	A	28	0	N	0	0	M	2000	2
3	31	32	Josef	Konopík			54	starosta	Vlkanov	566250	99	2	A	32	0	N	0	0	M	2000	2
3	31	33	Milan	Harman			49	podnikatel	Draženov	553581	2	2	A	17	0	N	0	0	M	2000	2
3	31	34	Rudolf	Pospíšil			58	obchodní referent	Tachov	560715	2	2	A	8	0	N	0	0	M	2000	2
3	31	35	Jiří	Vlček			29	ekonom	Vysoká Libyně	530280	99	2	A	26	0	N	0	0	M	2000	2
3	31	36	Roman	Tichý			31	ekonom	Kralovice	559075	99	2	A	30	0	N	0	0	M	2000	2
3	31	37	Jan	Berger			31	podnikatel	Vlčtejn	540706	2	2	A	12	0	N	0	0	M	2000	2
3	31	38	Pavel	Kavina			43	kuchař	Manětín	559202	99	2	A	22	0	N	0	0	M	2000	2
3	31	39	Ladislav	Nocar			71	důchodce	Tlučná	559491	2	2	A	19	0	N	0	0	M	2000	2
3	31	40	Irena	Švecová			41	dělnice	Chlum	557773	2	2	A	18	0	N	0	0	F	2000	2
3	31	41	Miroslava	Jarenová			41	úřednice	Plzeň	2	99	2	A	5	0	N	0	0	F	2000	2
3	31	42	Jaroslava	Dufková			36	ekonomka	Pasečnice	554081	99	2	A	28	0	N	0	0	F	2000	2
3	31	43	Tomáš	Linhart			26	technik	Dobřív	559776	68	2	A	15	0	N	0	0	M	2000	2
3	31	44	Marie	Korelusová			54	invalidní důchodkyně	Tachov	560715	99	2	A	6	0	N	0	0	F	2000	2
3	31	45	Vlastimila	Makariusová			50	uvaděčka	Plzeň	2	99	2	A	2	0	N	0	0	F	2000	2
3	31	46	Ladislav	Rouče			55	technik	Nepomuk	558109	2	2	A	6	0	N	0	0	M	2000	2
3	31	47	Karel	Makarius			51	vazač	Plzeň	2	99	2	A	0	0	N	0	0	M	2000	2
3	31	48	Petr	Sammer			46	strojvedoucí	Plzeň	2	99	2	A	4	0	N	0	0	M	2000	2
3	31	49	Marie	Germanová			36	invalidní důchodce	Holýšov	553654	99	2	A	7	0	N	0	0	F	2000	2
3	33	1	Helena	Suchá			41	moderátorka	Plzeň	2	99	47	A	4213	13.1	A	1	0	F	2000	47
3	33	2	Ivana	Levá			50	učitelka	Starý Plzenec	558371	47	47	A	2104	0	A	2	0	F	2000	47
3	33	3	Karel	Rožánek	PaedDr.		57	starosta	Konstantinovy Lázně	560952	47	47	A	1991	0	A	3	0	M	2000	47
3	33	4	Miroslav	Pihrt	Ing.		54	vedoucí pracovník	Plzeň	2	47	47	A	1591	0	A	4	0	M	2000	47
3	33	5	Evžen	Menc	Ing.		40	technik ČD	Holýšov	553654	47	47	A	718	0	A	5	0	M	2000	47
3	33	6	Jan	Švojgr	Ing.		57	lesní inženýr	Nýrsko	556831	47	47	A	1225	0	A	6	0	M	2000	47
3	33	7	Jiří	Branka	RSDr.		57	technik	Hrádek	559822	47	47	A	733	0	A	7	0	M	2000	47
3	33	8	Hana	Benediktová			35	zdravotní sestra	Přeštice	558249	99	47	A	1000	0	A	8	0	F	2000	47
3	33	9	Jiří	Bruner	Ing.		52	podnikatel	Plzeň	2	47	47	A	291	0	A	9	0	M	2000	47
3	33	10	Zdeňka	Lišková	JUDr.		46	advokátka	Rokycany	559717	47	47	A	1331	0	A	10	0	F	2000	47
3	33	11	Václav	Vébr	RSDr.		52	instruktor ÚV KSČM	Plzeň	2	47	47	A	1026	0	A	11	0	M	2000	47
3	33	12	Miloslav	Forman	JUDr.		50	právník	Sušice	557153	99	47	A	695	0	N	0	1	M	2000	47
3	33	13	Václav	Jílek			52	starosta	Poběžovice	554111	47	47	A	673	0	N	0	2	M	2000	47
3	33	14	Jaroslav	Šojsl	RSDr.		65	důchodce	Rozvadov	561169	47	47	A	384	0	N	0	3	M	2000	47
3	33	15	Jana	Bystřická			50	vedoucí sestra	Plzeň	2	47	47	A	834	0	N	0	4	F	2000	47
3	33	16	Josef	Bartoníček	Ing.		41	technik	Bělá nad Radbuzou	553441	47	47	A	318	0	N	0	5	M	2000	47
3	33	17	Věra	Karasová	PhDr.		40	učitelka	Plzeň	2	47	47	A	607	0	N	0	6	F	2000	47
3	33	18	František	Havel	Ing.		48	podnikatel	Tachov	560715	47	47	A	812	0	N	0	7	M	2000	47
3	33	19	Luboš	Fiala	RSDr.		46	živnostník	Šťáhlavy	558427	47	47	A	282	0	N	0	8	M	2000	47
3	33	20	František	Bartoš	Ing.		48	technik Lesů ČR	Horšovský Týn	553671	47	47	A	639	0	N	0	9	M	2000	47
3	33	21	František	Hrubeš	RSDr.		48	referent	Plzeň	2	47	47	A	292	0	N	0	10	M	2000	47
3	33	22	František	Podlipský	JUDr.		50	starosta	Bor	560758	47	47	A	1226	0	N	0	11	M	2000	47
3	33	23	Petr	Dušek	RSDr.		54	zástupce ČSOB poj.	Sušice	557153	47	47	A	475	0	N	0	12	M	2000	47
3	33	24	Zdeněk	Jakl	PaedDr.		51	učitel gymnázia	Tachov	560715	47	47	A	922	0	N	0	13	M	2000	47
3	33	25	František	Lifka			50	elektomontér	Plzeň	2	47	47	A	288	0	N	0	14	M	2000	47
3	33	26	Ladislav	Urban	RSDr.		55	předseda OV KSČM	Domažlice	553425	47	47	A	1029	0	N	0	15	M	2000	47
3	33	27	Arnošt	Fink			51	dělník ČD	Mladotice	559237	47	47	A	262	0	N	0	16	M	2000	47
3	33	28	Bohumil	Černý			51	řidič	Mlečice	560006	47	47	A	225	0	N	0	17	M	2000	47
3	33	30	Josef	Fišer			53	starosta	Město Touškov	559211	47	47	A	307	0	N	0	18	M	2000	47
3	33	31	František	Hanus			51	pracovník pojišťovny	Manětín	559202	47	47	A	183	0	N	0	19	M	2000	47
3	33	32	Jana	Šimková			38	učitelka MŠ	Klatovy	555771	99	47	A	491	0	N	0	20	F	2000	47
3	33	33	Zdeněk	Brause			44	podnikatel	Klatovy	555771	99	47	A	184	0	N	0	21	M	2000	47
3	33	34	Václav	Svoboda	Ing.		49	místostarosta	Tachov	560715	47	47	A	857	0	N	0	22	M	2000	47
3	33	35	Jaroslav	Hrabec	Ing.		48	bezpečnostní technik	Tachov	560715	47	47	A	354	0	N	0	23	M	2000	47
3	33	36	Miroslav	Veselý			49	stavbyvedoucí	Hrádek	559822	47	47	A	271	0	N	0	24	M	2000	47
3	33	37	Jaroslava	Mlezivová			51	účetní	Kdyně	553786	47	47	A	352	0	N	0	25	F	2000	47
3	33	38	Václav	Černý			48	zemědělec	Staňkov	554294	47	47	A	398	0	N	0	26	M	2000	47
3	33	39	Václav	Janda			51	dělník	Klatovy	555771	99	47	A	383	0	N	0	27	M	2000	47
3	33	40	Jiří	Podaný			54	dělník	Plzeň	2	47	47	A	340	0	N	0	28	M	2000	47
3	33	41	Václav	Jaroš			33	podnikatel	Líně	559164	47	47	A	91	0	N	0	29	M	2000	47
3	33	42	Jiří	Hůlka			56	dělník	Rokycany	559717	47	47	A	110	0	N	0	30	M	2000	47
3	33	43	Ferdinand	Hodek			65	jednatel zem. s.r.o.	Halže	560863	47	47	A	213	0	N	0	31	M	2000	47
3	33	44	Josef	Šefl			43	vedoucí provozu	Dobřany	557676	47	47	A	139	0	N	0	32	M	2000	47
3	33	45	Jan	Koudelka			58	invalidní důchodce	Horažďovice	556254	47	47	A	160	0	N	0	33	M	2000	47
3	33	46	Václav	Rojík			53	spojovací technik	Prádlo	558231	47	47	A	130	0	N	0	34	M	2000	47
3	33	47	Jindřich	Šůcha			65	důchodce	Volduchy	560251	47	47	A	109	0	N	0	35	M	2000	47
3	33	48	Karel	Vileta			53	dělník	Plzeň	2	47	47	A	131	0	N	0	36	M	2000	47
3	33	49	Miloslav	Jedlička	Ing.		67	důchodce	Cheznovice	559857	47	47	A	44	0	N	0	37	M	2000	47
3	33	50	Ludovít	Kopček			59	zaměstnanec ČD	Bělá nad Radbuzou	553441	47	47	A	134	0	N	0	38	M	2000	47
3	35	1	Jiří	Čermák			47	skladník	Cheznovice	559857	43	43	A	36	0	N	0	0	M	2000	43
3	35	2	Jiří	Anderle			31	elektromechanik	Klenčí pod Čerchovem	553794	43	43	A	34	0	N	0	0	M	2000	43
3	35	3	Jiří	Březina			48	topič	Strašice	560162	43	43	A	14	0	N	0	0	M	2000	43
3	35	4	Karel	Jachan			60	důchodce	Úsilov	554405	43	43	A	11	0	N	0	0	M	2000	43
3	35	5	Alena	Pátková			43	nezaměstnaná	Rokycany	559717	43	43	A	14	0	N	0	0	F	2000	43
3	35	6	Alena	Kukelková			45	provoz.dispečerka	Hrádek	559822	99	43	A	7	0	N	0	0	F	2000	43
3	35	7	Petr	Kuda			42	strážný	Plzeň	2	43	43	A	10	0	N	0	0	M	2000	43
3	35	8	Vít	Skalský	Bc.		27	sociální pracovník	Plzeň	2	99	43	A	35	0	N	0	0	M	2000	43
3	35	9	Jaroslav	Ambrůžek			40	nezaměstnaný	Strašice	560162	43	43	A	4	0	N	0	0	M	2000	43
3	35	10	Pavel	Proksch			23	strážník Měst.pol.	Rokycany	559717	99	43	A	10	0	N	0	0	M	2000	43
3	35	11	Jan	Volfík			34	strojní zámečník	Díly	553557	43	43	A	13	0	N	0	0	M	2000	43
3	35	12	František	Maštera			42	živnostník	Strašice	560162	43	43	A	6	0	N	0	0	M	2000	43
3	35	13	Ilona	Janovcová			39	v domácnosti	Meclov	553913	43	43	A	6	0	N	0	0	F	2000	43
3	35	14	Květoslav	Pátek			41	nezaměstnaný	Rokycany	559717	43	43	A	7	0	N	0	0	M	2000	43
3	35	15	Jiří	Prchal			26	topenář-plynař	Plzeň	2	99	43	A	25	0	N	0	0	M	2000	43
3	35	16	Jan	Sladký			46	podnikatel	Domažlice	553425	99	43	A	11	0	N	0	0	M	2000	43
3	35	17	Jindřich	Baar			31	živnostník	Klenčí pod Čerchovem	553794	99	43	A	20	0	N	0	0	M	2000	43
3	35	18	Ivan	Šťovíček			47	učitel	Plzeň	2	99	43	A	12	0	N	0	0	M	2000	43
3	35	19	Marie	Chojnová			48	strážná	Srby	554278	99	43	A	6	0	N	0	0	F	2000	43
3	35	20	Jiří	Heyndrych			20	strážný	Plzeň	2	43	43	A	6	0	N	0	0	M	2000	43
3	35	21	Martina	Dohnalová			30	úřednice	Kdyně	553786	99	43	A	8	0	N	0	0	F	2000	43
3	35	22	Václav	Randa			57	soukromý podnikatel	Plzeň	2	43	43	A	2	0	N	0	0	M	2000	43
3	35	23	František	Pašek			23	truhlář	Řenče	558303	99	43	A	9	0	N	0	0	M	2000	43
3	35	24	Jaromír	Janza			76	důchodce	Chodov	553735	43	43	A	3	0	N	0	0	M	2000	43
3	35	25	Václav	Bureš			24	kuchař	Přeštice	558249	99	43	A	19	0	N	0	0	M	2000	43
3	35	26	Petr	Kindl			24	soukromý podnikatel	Plzeň	2	99	43	A	9	0	N	0	0	M	2000	43
3	35	27	Jiří	Kindl			28	zámečník	Holoubkov	559814	43	43	A	8	0	N	0	0	M	2000	43
3	35	28	Jaroslav	Tůma			63	podnikatel	Nýrsko	556831	99	43	A	7	0	N	0	0	M	2000	43
3	35	29	Dalibor	Nedbal			31	účetní	Plzeň	2	99	43	A	10	0	N	0	0	M	2000	43
3	35	30	Anna	Kučerová			59	důchodkyně	Domažlice	553425	99	43	A	4	0	N	0	0	F	2000	43
3	35	31	Jan	Motlík			22	student	Rokycany	559717	99	43	A	6	0	N	0	0	M	2000	43
3	35	32	Pavel	Janovec			43	podnikatel	Domažlice	553425	43	43	A	3	0	N	0	0	M	2000	43
3	35	33	Pavel	Čermák			21	podnikatel	Holoubkov	559814	43	43	A	5	0	N	0	0	M	2000	43
3	35	34	Petr	Rudný			35	sanitář	Plzeň	2	99	43	A	2	0	N	0	0	M	2000	43
3	35	35	Jan	Tumpach			24	traktorista	Mrákov	553981	99	43	A	12	0	N	0	0	M	2000	43
3	35	36	Pavel	Suchý			27	řezník	Cheznovice	559857	43	43	A	10	0	N	0	0	M	2000	43
3	35	37	Josef	Kruba			68	důchodce	Plzeň	2	99	43	A	4	0	N	0	0	M	2000	43
3	35	38	Jaroslav	Kuttenberg			52	opravář zem.strojů	Díly	553557	99	43	A	6	0	N	0	0	M	2000	43
3	35	39	Josef	Minařík			64	důchodce	Plzeň	2	99	43	A	4	0	N	0	0	M	2000	43
3	35	40	Zdeněk	Karásek			21	traktorista	Cheznovice	559857	43	43	A	15	0	N	0	0	M	2000	43
3	35	41	Milan	Černý			32	tech. pracovník	Nový Kramolín	554057	43	43	A	8	0	N	0	0	M	2000	43
3	35	42	Antonín	Fišer			44	podnikatel	Domažlice	553425	99	43	A	2	0	N	0	0	M	2000	43
3	35	43	Ladislav	Jeřábek			39	strážný	Klenčí pod Čerchovem	553794	99	43	A	0	0	N	0	0	M	2000	43
3	35	44	Stanislav	Kolínek			53	občanský zaměstn.	Cheznovice	559857	99	43	A	0	0	N	0	0	M	2000	43
3	35	45	Dušan	Kopča			31	mechanik strojů	Klenčí pod Čerchovem	553794	99	43	A	4	0	N	0	0	M	2000	43
3	35	46	Václav	Hrabák			26	strážný	Cheznovice	559857	99	43	A	4	0	N	0	0	M	2000	43
3	35	47	Tomáš	Hamet			32	živnostník	Plzeň	2	99	43	A	8	0	N	0	0	M	2000	43
3	35	48	Josef	Krajdl			63	důchodce	Strašice	560162	99	43	A	2	0	N	0	0	M	2000	43
3	35	49	Miroslav	Veselý			60	zámečník	Strašice	560162	99	43	A	3	0	N	0	0	M	2000	43
3	35	50	Josef	Huml			59	důchodce	Holoubkov	559814	99	43	A	0	0	N	0	0	M	2000	43
3	38	1	Karel	Tarantík			52	podnikatel	Druztová	558834	98	98	A	46	0	N	0	0	M	2000	261
3	38	2	Karel	Černý			52	geodet	Plzeň	2	40	40	A	58	0	N	0	0	M	2000	261
3	38	3	Stanislav	Pechman			29	strojvůdce	Plzeň	2	98	98	A	27	0	N	0	0	M	2000	261
3	38	4	Miroslav	Matějka	Ing.		33	ekonom	Plzeň	2	40	40	A	61	0	N	0	0	M	2000	261
3	38	5	Michal	Drabík			46	podnikatel	Plzeň	2	98	98	A	38	0	N	0	0	M	2000	261
3	38	6	Otakar	Cholinský			60	podnikatel	Řenče	558303	40	40	A	18	0	N	0	0	M	2000	261
3	38	7	Ladislav	Bím			49	inv.důchodce	Dolany	556106	98	98	A	20	0	N	0	0	M	2000	261
3	38	8	Jarmila	Radová			37	švadlena	Stříbro	561215	98	98	A	20	0	N	0	0	F	2000	261
3	38	9	Blanka	Líkařová			69	důchodce	Domažlice	553425	40	40	A	9	0	N	0	0	F	2000	261
3	38	10	Antonín	Svoboda			65	důchodce	Sušice	557153	98	98	A	18	0	N	0	0	M	2000	261
3	38	11	Karel	Dvořák			48	hudebník	Kdyně	553786	98	98	A	8	0	N	0	0	M	2000	261
3	38	12	Stanislav	Koutný			59	inv.důchodce	Plzeň	2	40	40	A	11	0	N	0	0	M	2000	261
3	38	13	Jaroslav	Řáha			35	podnikatel	Budětice	555894	98	98	A	29	0	N	0	0	M	2000	261
3	38	14	Vlastimil	Pelikán			55	podnikatel	Horní Bříza	558885	99	98	A	5	0	N	0	0	M	2000	261
3	38	15	Rudolf	Novotný			50	aranžér	Nadryby	559253	99	98	A	30	0	N	0	0	M	2000	261
3	38	16	Dagmar	Kolaříková			64	důchodce	Plzeň	2	40	40	A	7	0	N	0	0	F	2000	261
3	38	17	Vlasta	Bímová			47	podnikatel	Dolany	556106	99	98	A	11	0	N	0	0	F	2000	261
3	38	18	Květoslava	Novotná			49	aranžérka	Nadryby	559253	99	98	A	16	0	N	0	0	F	2000	261
3	38	19	Vlastimil	Pechman			22	dělník	Plzeň	2	98	98	A	13	0	N	0	0	M	2000	261
3	38	20	Lea	Prepslová			26	účetní	Losiná	558001	99	40	A	10	0	N	0	0	F	2000	261
3	38	21	Stanislav	Pechman			57	slévač	Plzeň	2	99	98	A	11	0	N	0	0	M	2000	261
