KRZAST	KSTRANA	PORCISLO	JMENO	PRIJMENI	TITULPRED	TITULZA	VEK	POVOLANI	BYDLISTEN	BYDLISTEK	PSTRANA	NSTRANA	PLATNOST	POCHLASU	POCPROC	MANDAT	PORADIMAND	PORADINAHR	POHLAVI	ROK	VSTRANA
1	2	27	Pavel	Pavlík	Ing.		46	ředitel	Benešov	529303	53	53	A	307	0	N	0	17	M	2016	53
1	2	28	Martin	Hrabánek	Mgr.		43	starosta	Slaný	532819	53	53	A	729	0	N	0	18	M	2016	53
1	2	29	Daniel	Dvořák	Bc.		43	místostarosta	Klecany	538311	53	53	A	205	0	N	0	19	M	2016	53
1	2	30	Andrea	Brožková	Mgr.		34	místostarostka	Uhlířské Janovice	534498	53	53	A	286	0	N	0	20	F	2016	53
1	2	31	Tomáš	Vokurka	Mgr.	DiS.	34	ředitel polikliniky	Dobříš	540111	53	53	A	272	0	N	0	21	M	2016	53
1	2	32	Zdeněk	Nejdl	Ing.		57	manažer	Rakovník	541656	53	53	A	352	0	N	0	22	M	2016	53
1	2	33	Zdeněk	Vocásek			35	uvolněný člen rady města	Nymburk	537004	53	53	A	321	0	N	0	23	M	2016	53
1	2	34	Ladislav	Jenšík			60	podnikatel - provozovatel kin	Vlašim	530883	53	53	A	174	0	N	0	24	M	2016	53
1	2	35	Jakub	Biel			25	ředitel neziskové organizace	Kolín	533165	53	53	A	120	0	N	0	25	M	2016	53
1	2	36	Tomáš	Martinec	Ing.	Ph.D.	38	podnikatel	Mělník	534676	53	53	A	261	0	N	0	26	M	2016	53
1	2	37	Luděk	Palek			39	rozpočtový analytik	Drozdov	531154	53	53	A	145	0	N	0	27	M	2016	53
1	2	38	Daniel	Štěpánek	Mgr.		40	starosta	Bystřice	529451	53	53	A	311	0	N	0	28	M	2016	53
1	2	39	Kateřina	Zusková			56	starostka	Nižbor	531596	53	53	A	510	0	N	0	29	F	2016	53
1	2	40	Alexis	Kimbembe	Ing.		53	místostarosta	Úvaly	538957	53	53	A	143	0	N	0	30	M	2016	53
1	2	41	Tomáš	Patočka			42	starosta	Loukovec	536261	53	53	A	161	0	N	0	31	M	2016	53
1	2	42	Roman	Jandík	Ing.		34	manažer online distribuce a marketingu	Roztoky	539627	53	53	A	111	0	N	0	32	M	2016	53
1	2	43	Radomíra	Joštová			49	OSVČ	Městec Králové	537489	53	53	A	91	0	N	0	33	F	2016	53
1	2	44	Jan	Slavík	Ing.		26	výrobní inženýr u Linet s.r.o.	Slaný	532819	53	53	A	226	0	N	0	34	M	2016	53
1	2	45	Luděk	Štíbr	PaedDr.		57	státní zaměstnanec	Rakovník	541656	53	53	A	311	0	N	0	35	M	2016	53
1	2	46	Jiří	Havránek	Bc.		23	student, VŠE Praha	Bratčice	531286	53	53	A	127	0	N	0	36	M	2016	53
1	2	47	Karel	Bendl	Ing. Mgr.	MBA, LL.M.	45	řed. správy městských lesů, odborný lesní hospodář	Benátky nad Jizerou	535451	53	53	A	443	0	N	0	37	M	2016	53
1	2	48	Petr	Listík	Ing.		49	stavební technik, OSVČ	Kralupy nad Vltavou	534951	53	53	A	218	0	N	0	38	M	2016	53
1	2	49	Tamara	Jelínková			59	OSVČ	Milovice	537501	53	53	A	64	0	N	0	39	F	2016	53
1	2	50	Jan	Kučera			46	místostarosta	Votice	530905	53	53	A	134	0	N	0	40	M	2016	53
1	2	51	Ondřej	Macháč	Mgr.		35	bankovní úředník	Tuchlovice	532983	53	53	A	104	0	N	0	41	M	2016	53
1	2	52	Miroslav	Cvanciger	Bc.		61	technik	Řevnice	539643	53	53	A	208	0	N	0	42	M	2016	53
1	2	53	Stanislav	Servus	Mgr.	LL.M.	39	advokát	Mělník	534676	53	53	A	136	0	N	0	43	M	2016	53
1	2	54	Karel	Šedivý	MUDr.		64	lékař	Příbram	539911	53	53	A	298	0	N	0	44	M	2016	53
1	2	55	Libuše	Benešová	PhDr.		68	literární historik	Lešany	530051	53	53	A	242	0	N	0	45	F	2016	53
1	2	56	Jakub	Šanda	Ing.		31	marketér v Automotive	Kutná Hora	533955	53	53	A	97	0	N	0	46	M	2016	53
1	2	57	Martin	Tuček	Ing.		31	manažer obchodní skupiny ČP	Beroun	531057	53	53	A	173	0	N	0	47	M	2016	53
1	2	58	Marek	Tvrz			22	student FSV UK	Rakovník	541656	53	53	A	177	0	N	0	48	M	2016	53
1	2	59	Martin	Paliatka			43	podnikatel	Brandýs nad Labem-Stará Boleslav	538094	53	53	A	97	0	N	0	49	M	2016	53
1	2	60	Milan	Horvát			63	podnikatel	Lysá nad Labem	537454	53	53	A	57	0	N	0	50	M	2016	53
1	2	61	Tomáš	Smital	Mgr.		33	projektový manažer	Stochov	532860	53	53	A	116	0	N	0	51	M	2016	53
1	2	62	Miroslav	Kochman			37	referent životního prostředí	Dobrovice	535672	53	53	A	217	0	N	0	52	M	2016	53
1	2	63	Hana	Nováková			42	podnikatelka	Suchdol	534439	53	53	A	147	0	N	0	53	F	2016	53
1	2	64	Luboš	Langer	Ing.		52	analytik - programátor	Horoměřice	539236	53	53	A	44	0	N	0	54	M	2016	53
1	2	65	Václav	Chvál	Mgr.		33	učitel	Příbram	539911	53	53	A	125	0	N	0	55	M	2016	53
1	2	66	Eva	Bajtalonová	Bc.		31	specialistka procesního týmu - Škoda auto a.s.	Mladá Boleslav	535419	53	53	A	123	0	N	0	56	F	2016	53
1	2	67	Dana	Fraňková	RNDr.		59	majitelka ZOO, matematička	Zájezd	571598	53	53	A	126	0	N	0	57	F	2016	53
1	2	68	Václav	Haifler			64	důchodce	Rakovník	541656	53	53	A	54	0	N	0	58	M	2016	53
1	2	69	Antonín	Trunec	Ing.		38	obchodně technický konzultant	Odolena Voda	538574	53	53	A	44	0	N	0	59	M	2016	53
1	2	70	Anna	Zehnálková	RNDr.		67	chemik	Čerčany	529516	53	53	A	74	0	N	0	60	F	2016	53
1	11	1	Pavel	Červenka			41	technik	Nymburk	537004	99	762	A	36	0	N	0	0	M	2016	762
1	11	2	Vladimír	Stehlík	doc. akad. arch.		72	důchodce	Praha	1	99	762	A	34	0	N	0	0	M	2016	762
1	11	3	Miloslav	Hudec			49	technik	Nymburk	537004	762	762	A	28	0	N	0	0	M	2016	762
1	11	4	Václav	Šnobl			61	důchodce	Nymburk	537004	99	762	A	12	0	N	0	0	M	2016	762
1	11	5	Jaroslav	Pelcl			51	zaměstnanec správy služeb	Opatovice I	530956	762	762	A	7	0	N	0	0	M	2016	762
1	11	6	Ladislav	Levinský			39	kontrolor	Nymburk	537004	99	762	A	13	0	N	0	0	M	2016	762
1	11	7	Karel	Skřivánek			64	důchodce	Sadská	537764	99	762	A	9	0	N	0	0	M	2016	762
1	11	8	Jana	Mašková			54	astroložka	Odolena Voda	538574	99	762	A	6	0	N	0	0	F	2016	762
1	11	9	Jana	Řídká			47	barmanka	Horoušany	538221	99	762	A	12	0	N	0	0	F	2016	762
1	11	10	Věra	Ďoubalová			58	prodavačka	Dymokury	537128	99	762	A	12	0	N	0	0	F	2016	762
1	11	11	Zdeněk	Novotný			55	strojní zámečník	Nymburk	537004	99	762	A	15	0	N	0	0	M	2016	762
1	11	12	Jaroslav	Řídký			48	zedník	Poděbrady	537683	99	762	A	10	0	N	0	0	M	2016	762
1	11	13	Vlastimil	Hladík			62	důchodce	Nymburk	537004	99	762	A	7	0	N	0	0	M	2016	762
1	12	1	Miloš	Petera	Ing.		58	hejtman Středočeského kraje	Nymburk	537004	7	7	A	3962	8.21	A	1	0	M	2016	7
1	12	2	Aneta	Heřmanová	Mgr.		38	hlavní sestra Oblastní nemocnice Kladno	Kladno	532053	7	7	A	1645	0	A	2	0	F	2016	7
1	12	3	Milan	Němec	PaedDr.	MBA	60	statutární zástupce hejtmana	Mělník	534676	7	7	A	1136	0	A	3	0	M	2016	7
1	12	4	Karel	Horčička	Mgr.		43	náměstek hejtmana	Mladá Boleslav	535419	7	7	A	1756	0	A	4	0	M	2016	7
1	12	5	Zdeněk	Seidl	Prof. MUDr.	CSc.	66	lékař, VŠ učitel	Vlašim	530883	7	7	A	1108	0	A	5	0	M	2016	7
1	12	6	Emilie	Třísková			54	radní Středočeského kraje	Poděbrady	537683	7	7	A	1148	0	A	6	0	F	2016	7
1	12	7	Marek	Semerád	PhDr. Bc.	MBA	38	náměstek hejtmana	Cerhenice	533246	7	7	A	717	0	A	7	0	M	2016	7
1	12	8	Jiří	Peřina	Dr. Ing.		49	starosta Hořovic	Hořovice	531189	7	7	A	1203	0	A	8	0	M	2016	7
1	12	9	Jiří	Volenec			54	starosta Církvice	Církvice	533998	7	7	A	555	0	A	9	0	M	2016	7
1	12	10	Josef	Řihák	MVDr.		57	předseda komise pro majetek Stř. kraje	Příbram	539911	7	7	A	1292	0	A	10	0	M	2016	7
1	12	11	Karel	Filip	Mgr.		61	starosta Nového Strašecí	Nové Strašecí	542164	7	7	A	914	0	A	11	0	M	2016	7
1	12	12	Zuzana	Vejdělková			48	vrchní sestra	Kolín	533165	7	7	A	763	0	N	0	1	F	2016	7
1	12	13	Lenka	Šmídová	Mgr.		59	vedoucí odboru školství	Tetín	531839	7	7	A	471	0	N	0	2	F	2016	7
1	12	14	Stanislav	Holobrada	MUDr.		55	ředitel Oblastní nemocnice Příbram	Dobříš	540111	7	7	A	1165	0	N	0	3	M	2016	7
1	12	15	Ingrid	Podroužková	Ing.		39	starostka Lipníku	Lipník	565563	7	7	A	443	0	N	0	4	F	2016	7
1	12	16	Jan	Tvrdý			46	starosta Zdib	Zdiby	539058	7	7	A	232	0	N	0	5	M	2016	7
1	12	17	Pavel	Končel	Bc.	DiS.	42	starosta Tišic	Tišice	535222	7	7	A	263	0	N	0	6	M	2016	7
1	12	18	Miloslava	Becherová	Mgr.		57	starostka Stochova	Stochov	532860	7	7	A	375	0	N	0	7	F	2016	7
1	12	19	Hana	Babková	Bc.		29	zdravotní sestra	Vlašim	530883	7	7	A	546	0	N	0	8	F	2016	7
1	12	20	Antonín	Šindelář			70	starosta Vrdů	Vrdy	534587	7	7	A	342	0	N	0	9	M	2016	7
1	12	21	Lenka	Mlynářová			50	místostarostka Cerhenic	Cerhenice	533246	7	7	A	261	0	N	0	10	F	2016	7
1	12	22	Karel	Otava	Ing.		65	železničář	Lysá nad Labem	537454	7	7	A	426	0	N	0	11	M	2016	7
1	12	23	Pavel	Schenk		BBA	49	technik	Beroun	531057	7	7	A	298	0	N	0	12	M	2016	7
1	12	24	Dana	Medřická			53	starostka Lišan	Lišany	542016	7	7	A	394	0	N	0	13	F	2016	7
1	12	25	Lenka	Pulcová	PhDr.		58	učitelka SŠ	Unhošť	533017	7	7	A	253	0	N	0	14	F	2016	7
1	12	26	Barbara	Bradáčová			24	zástupce ředitele hotelu	Jílové u Prahy	539333	7	7	A	179	0	N	0	15	F	2016	7
1	12	27	Tomáš	Sedláček	Mgr.		48	starosta Dobrovice	Dobrovice	535672	7	7	A	655	0	N	0	16	M	2016	7
1	12	28	Zuzana	Moravčíková	Ing.		59	náměstkyně hejtmana, místostarostka Kutné Hory	Kutná Hora	533955	7	7	A	834	0	N	0	17	F	2016	7
1	12	29	Martina	Jaklová	Ing.	MBA	37	asistentka	Úvaly	538957	7	7	A	152	0	N	0	18	F	2016	7
1	12	30	Lucie	Vlková	Mgr.		32	úřednice státní správy	Malá Hraštice	540714	7	7	A	180	0	N	0	19	F	2016	7
1	12	31	Josef	Burda	Bc.		39	správce budov ZZSK	Kondrac	529931	7	7	A	163	0	N	0	20	M	2016	7
1	12	32	Tereza	Netíková	Mgr.		31	ředitelka MŠ	Čečelice	534749	7	7	A	246	0	N	0	21	F	2016	7
1	12	33	Stanislav	Čáslavka			67	důchodce	Roztoky	539627	7	7	A	73	0	N	0	22	M	2016	7
1	12	34	Jaroslava	Vildová			41	specialista pro rozvoj mikroregionu	Příbram	539911	7	7	A	264	0	N	0	23	F	2016	7
1	12	35	Jana	Titzlová			51	úřednice	Rakovník	541656	7	7	A	213	0	N	0	24	F	2016	7
1	12	36	Soňa	Ottová			51	starostka Klobuk	Klobuky	532461	7	7	A	155	0	N	0	25	F	2016	7
1	12	37	Přemysl	Landa	Mgr.		37	místostarosta Zdic	Zdice	532011	7	7	A	412	0	N	0	26	M	2016	7
1	12	38	Lucie	Krejčíková	Mgr.		30	dopravní referent a účetní	Čáslav	534005	7	7	A	208	0	N	0	27	F	2016	7
1	12	39	Petr	Patera			47	strážník Městské policie Mělník	Mělník	534676	7	7	A	223	0	N	0	28	M	2016	7
1	12	40	Irena	Stránská	Mgr. Bc.		51	starostka Opolan	Opolany	537586	7	7	A	175	0	N	0	29	F	2016	7
1	12	41	Pavel	Král			63	vedoucí lomu	Sedlec-Prčice	530573	7	7	A	213	0	N	0	30	M	2016	7
1	12	42	Pavel	Hutr	Ing.		51	starosta Věšína	Věšín	541508	7	7	A	260	0	N	0	31	M	2016	7
1	12	43	Hana	Kostková	Ing.	Ph.D.	34	výzkumný pracovník	Řevničov	542351	7	7	A	170	0	N	0	32	F	2016	7
1	12	44	Jiří	Kahoun	Ing.		46	starosta Kostelce nad Černými lesy	Kostelec nad Černými lesy	533416	99	7	A	188	0	N	0	33	M	2016	7
1	12	45	Vítězslav	Pokorný	RSDr.		65	místostarosta Úval	Úvaly	538957	7	7	A	88	0	N	0	34	M	2016	7
1	12	46	Miroslava	Měchurová	PhDr.		64	ředitelka SPC	Odolena Voda	538574	7	7	A	92	0	N	0	35	F	2016	7
1	12	47	Monika	Čapková			44	úřednice	Bakov nad Jizerou	535427	7	7	A	370	0	N	0	36	F	2016	7
1	12	48	Bedřich	Krejza			45	strojvedoucí	Kralupy nad Vltavou	534951	7	7	A	215	0	N	0	37	M	2016	7
1	12	49	Jaroslav	Prkno			42	starosta Doubravčic	Doubravčice	533301	7	7	A	111	0	N	0	38	M	2016	7
1	12	50	Hana	Matoušková			28	administrativní pracovnice ÚP	Řevnice	539643	7	7	A	56	0	N	0	39	F	2016	7
1	12	51	Alice	Šmerhová	Mgr.		28	právník	Vlašim	530883	7	7	A	202	0	N	0	40	F	2016	7
1	12	52	Marcela	Kohoutová			57	vedoucí úředník	Hořovice	531189	7	7	A	139	0	N	0	41	F	2016	7
1	12	53	Pavel	Zálom	Ing.		52	místostarosta Slaného	Slaný	532819	7	7	A	231	0	N	0	42	M	2016	7
1	12	54	Jan	Vosecký	Ing.		43	místostarosta, IT manažer	Přerov nad Labem	537721	7	7	A	66	0	N	0	43	M	2016	7
1	12	55	Renata	Vaculíková	Mgr.		53	vedoucí oddělení	Čáslav	534005	7	7	A	208	0	N	0	44	F	2016	7
1	12	56	Pavel	Novák			39	hlavní technik TSB	Světice	538841	7	7	A	68	0	N	0	45	M	2016	7
1	12	57	Jaroslav	Janský			58	OSVČ	Sedlčany	541281	7	7	A	156	0	N	0	46	M	2016	7
1	12	58	Michal	Kotál			35	vedoucí provozního úseku	Rakovník	541656	7	7	A	222	0	N	0	47	M	2016	7
1	12	59	Milan	Procházka	RNDr.		58	manažer zahraničního prodeje	Benátky nad Jizerou	535451	7	7	A	139	0	N	0	48	M	2016	7
1	12	60	Jiří	Kunášek	JUDr.		54	právník	Čáslav	534005	7	7	A	315	0	N	0	49	M	2016	7
1	12	61	Šárka	Bencová			46	starostka Bílé Hlíny	Bílá Hlína	565750	7	7	A	196	0	N	0	50	F	2016	7
1	12	62	Ivan	Šulek			47	manažer	Kladno	532053	7	7	A	208	0	N	0	51	M	2016	7
1	12	63	Roman	Švejda	Mgr.	DiS.	34	vedoucí odb. obchodní strategie	Vlašim	530883	7	7	A	62	0	N	0	52	M	2016	7
1	12	64	Eva	Adamcová			61	důchodce	Plaňany	533581	7	7	A	29	0	N	0	53	F	2016	7
1	12	65	Martina	Záklasníková			32	ředitel	Loučeň	537446	7	7	A	44	0	N	0	54	F	2016	7
1	12	66	Jaroslav	Veselý	Mgr.	MPA	43	obchodní ředitel	Brandýs nad Labem-Stará Boleslav	538094	7	7	A	48	0	N	0	55	M	2016	7
1	12	67	Václav	Doležal			73	důchodce	Jílové u Prahy	539333	7	7	A	43	0	N	0	56	M	2016	7
1	12	68	Petra	Zelenková			31	vedoucí rekreačního střediska	Příbram	539911	7	7	A	110	0	N	0	57	F	2016	7
1	12	69	Lucie	Szilagyiová	Bc.	DiS.	26	referentka projektů EU	Mělník	534676	7	7	A	61	0	N	0	58	F	2016	7
1	12	70	Josef	Antoniv			37	místostarosta Králova Dvora	Králův Dvůr	533203	7	7	A	118	0	N	0	59	M	2016	7
1	26	1	Svatopluk	Novotný			40	stavitel	Poříčany	537705	55	55	A	51	0	N	0	0	M	2016	55
1	26	2	Tomáš	Szennai			51	OSVČ, správce nemovitostí	Řitka	539651	99	55	A	27	0	N	0	0	M	2016	55
1	26	3	Petr	Nohel	Mgr.		37	genealog	Roztoky	539627	55	55	A	63	0	N	0	0	M	2016	55
1	26	4	Radim	Procházka	Ing.		64	logistik	Vysoký Újezd	531961	55	55	A	24	0	N	0	0	M	2016	55
1	26	5	Marcel	Miška	Bc.		46	obchodní ředitel	Pchery	532720	40	55	A	22	0	N	0	0	M	2016	55
1	26	6	Jaroslav	Kolbek			60	starosta obce	Pletený Újezd	532738	55	55	A	26	0	N	0	0	M	2016	55
1	26	7	Karel	Protiva	MUDr.		64	zubní lékař	Kladno	532053	40	55	A	33	0	N	0	0	M	2016	55
1	26	8	Karel	Novák	Bc.		24	student	Brandýs nad Labem-Stará Boleslav	538094	99	55	A	21	0	N	0	0	M	2016	55
1	26	9	Jakub	Vondráček			43	manažer	Svémyslice	598305	55	55	A	7	0	N	0	0	M	2016	55
1	26	10	Bohuslav	Hamáček			66	požární technik	Mezouň	531537	40	55	A	16	0	N	0	0	M	2016	55
1	26	11	Milan	Kvak			45	ředitel pekárny	Buštěhrad	532169	99	55	A	18	0	N	0	0	M	2016	55
1	26	12	Michal	Špaček	Mgr.		31	vedoucí knihovny	Roztoky	539627	99	55	A	53	0	N	0	0	M	2016	55
1	26	13	Michal	Bašus	Mgr.		48	finanční poradce	Poříčany	537705	99	55	A	11	0	N	0	0	M	2016	55
1	26	14	Petr	Türkott			49	OSVČ	Kralupy nad Vltavou	534951	99	55	A	3	0	N	0	0	M	2016	55
1	26	15	Dáša	Kouřilová	Mgr.		43	herečka, scenáristka	Svémyslice	598305	99	55	A	15	0	N	0	0	F	2016	55
1	26	16	Luděk	Dvorský			46	státní úředník	Zlosyň	535389	55	55	A	13	0	N	0	0	M	2016	55
1	26	17	Jaromír	Drvota			66	důchodce	Kladno	532053	55	55	A	17	0	N	0	0	M	2016	55
1	26	18	Jakub	Forman			26	manager	Kostelní Lhota	537314	99	55	A	15	0	N	0	0	M	2016	55
1	26	19	Jaroslava	Špačková			57	laborantka	Roztoky	539627	99	55	A	20	0	N	0	0	F	2016	55
1	26	20	Světlana	Vondráčková		DiS.	42	ekonom	Svémyslice	598305	99	55	A	11	0	N	0	0	F	2016	55
1	26	21	Miroslav	Štechr	Bc.		38	manažer online služeb	Zeleneč	539066	99	55	A	1	0	N	0	0	M	2016	55
1	26	22	Milada	Novotná			39	kadeřnice	Uhlířská Lhota	533815	99	55	A	17	0	N	0	0	F	2016	55
1	26	23	Tomáš	Kořének			45	herec, vinař	Svémyslice	598305	99	55	A	14	0	N	0	0	M	2016	55
1	26	24	Jakub	Klokočník			18	student	Uhlířská Lhota	533815	99	55	A	20	0	N	0	0	M	2016	55
1	26	25	Petr	Žatečka			41	živnostník	Český Brod	533271	99	55	A	5	0	N	0	0	M	2016	55
1	26	26	Monika	Šímová			36	bez zaměstnání	Uhlířská Lhota	533815	99	55	A	16	0	N	0	0	F	2016	55
1	26	27	Patrik	Forman			49	servisní technik	Kostelní Lhota	537314	99	55	A	16	0	N	0	0	M	2016	55
1	26	28	Pavel	Procházka			57	OSVČ	Nymburk	537004	99	55	A	12	0	N	0	0	M	2016	55
1	28	1	Ernest	Dančo			33	čalouník	Benátky nad Jizerou	535451	794	794	A	43	0	N	0	0	M	2016	794
1	28	2	Pavol	Čureja			41	podnikatel	Uhlířské Janovice	534498	794	794	A	38	0	N	0	0	M	2016	794
1	28	3	Marek	Hlaváč			18	student	Luštěnice	536270	794	794	A	39	0	N	0	0	M	2016	794
1	28	4	Libor	Kortán			42	seřizovač	Bradlec	570788	794	794	A	35	0	N	0	0	M	2016	794
1	30	1	Jaroslava	Pokorná Jermanová	Ing.		46	1. místopředsedkyně PS PČR	Benešov	529303	768	768	A	4581	6.29	A	1	0	F	2016	768
1	30	2	František	Petrtýl	Ing.		57	stavební inženýr	Mladá Boleslav	535419	768	768	A	2537	0	A	2	0	M	2016	768
1	30	3	Gabriel	Kovács	Ing.		43	ekonom	Rudná	531723	768	768	A	1508	0	A	3	0	M	2016	768
1	30	4	Marcela	Melková			45	operní umělkyně	Kamenice	538299	768	768	A	992	0	A	4	0	F	2016	768
1	30	5	Martin	Draxler			49	ředitel reprezentací ČR Fotbalové asociace ČR	Kladno	532053	99	768	A	713	0	A	5	0	M	2016	768
1	30	6	Ivana	Dobešová	PaedDr.		56	poslankyně PS PČR, ředitelka SŠ zemědělské a VOŠ	Votice	530905	99	768	A	1088	0	A	6	0	F	2016	768
1	30	7	Přemysl	Mališ			36	vedoucí stavebních projektů	Černošice	539139	768	768	A	515	0	A	7	0	M	2016	768
1	30	8	Marie	Kaufmann	PhDr.		57	analytička, mezinárodní poradkyně	Městec Králové	537489	99	768	A	592	0	A	8	0	F	2016	768
1	30	9	Tomáš	Beneš	Ing.	MBA	47	podnikatel, správa nemovitostí	Benešov	529303	768	768	A	562	0	A	9	0	M	2016	768
1	30	10	Robert	Bezděk	JUDr.	CSc.	52	advokát	Kladno	532053	99	768	A	844	0	A	10	0	M	2016	768
1	30	11	Jiří	Haspeklo	Ing.		58	člen vedení zemědělsko-potravinářské společnosti	Benátky nad Jizerou	535451	768	768	A	831	0	A	11	0	M	2016	768
1	30	12	Jaroslava	Němcová	Ing.	MBA	45	náměstek pro obchod a ekonomiku zdravotní péče	Dobřichovice	539198	768	768	A	847	0	A	12	0	F	2016	768
1	30	13	Blanka	Žánová	Mgr. Bc.		51	ředitelka školy	Sadská	537764	99	768	A	602	0	A	13	0	F	2016	768
1	30	14	Martin	Herman			46	marketingový specialista	Ovčáry	533572	768	768	A	245	0	A	14	0	M	2016	768
1	30	15	Karel	Šulc			51	osoba samostatně výdělečně činná	Kostelec nad Labem	534935	768	768	A	189	0	A	15	0	M	2016	768
1	30	16	Jiřina	Michalová	Ing.		64	personalistka	Příbram	539911	768	768	A	435	0	A	16	0	F	2016	768
1	30	17	Miloslav	Jakub	Mgr.		38	manažer IT	Králův Dvůr	533203	768	768	A	365	0	N	0	1	M	2016	768
1	30	18	Josef	Viktora	Ing.		66	místostarosta	Kutná Hora	533955	768	768	A	545	0	N	0	2	M	2016	768
1	30	19	Milan	Pour	Ing.		51	starosta	Milovice	537501	768	768	A	578	0	N	0	3	M	2016	768
1	30	20	Vladimír	Patřín			40	vedoucí střediska	Čáslav	534005	768	768	A	261	0	N	0	4	M	2016	768
1	30	21	Jindřich	Neumann			61	podnikatel	Postřižín	538647	768	768	A	131	0	N	0	5	M	2016	768
1	30	22	Jaroslav	Trachta			49	technický pracovník	Králův Dvůr	533203	768	768	A	279	0	N	0	6	M	2016	768
1	30	23	Regina	Davídková	Ing.		66	ekonom	Dolní Chvatliny	533297	768	768	A	119	0	N	0	7	F	2016	768
1	30	24	Igor	Karen	MUDr.		52	lékař	Mělník	534676	99	768	A	1131	0	N	0	8	M	2016	768
1	30	25	Milan	Peruth			23	student	Rakovník	541656	768	768	A	364	0	N	0	9	M	2016	768
1	30	26	Romana	Fischerová			47	manažer dopravy	Lysá nad Labem	537454	768	768	A	246	0	N	0	10	F	2016	768
1	30	27	Alice	Vavřinová	Bc.		42	nákupčí	Čáslav	534005	768	768	A	322	0	N	0	11	F	2016	768
1	30	28	Jiří	Müller	Ing.		57	ekonom	Kosmonosy	570826	768	768	A	646	0	N	0	12	M	2016	768
