KRZAST	KSTRANA	PORCISLO	JMENO	PRIJMENI	TITULPRED	TITULZA	VEK	POVOLANI	BYDLISTEN	PSTRANA	NSTRANA	PLATNOST	POCHLASU	POCPROC	MANDAT	PORADIMAND	PORADINAHR	POHLAVI	ROK	VSTRANA
9	7	27	Miloš	Solař			72	řidič rychlé záchranné služby	Třebíč	1114	1114	A						M	2024	1639
9	7	28	Jaroslav	Benda	Ing.		55	zemědělec, zaměstnanec Správy železnic	Oponešice	1227	1227	A						M	2024	1639
9	7	29	Tomáš	Michálek			37	asistent obchodně technického specialisty	Třebíč	1227	1227	A						M	2024	1639
9	7	30	Antonín	Čech			26	brusič CNC strojů	Jaroměřice nad Rokytnou	1114	1114	A						M	2024	1639
9	7	31	Jan	Sedlák			47	řezník	Náměšť nad Oslavou	1114	1114	A						M	2024	1639
9	7	32	Zdeněk	Kapoun	Ing.		71	důstojník AČR v.v.	Třebíč	1114	1114	A						M	2024	1639
9	7	33	Eva	Kameníková		DiS.	45	asistentka pedagoga	Jaroměřice nad Rokytnou	1114	1114	A						F	2024	1639
9	7	34	Iva	Šteflová	MUDr.		62	vedoucí lékařka RHB	Pelhřimov	1114	1114	A						F	2024	1639
9	7	35	Jiří	Janiš			75	rotný a řidič v AČR v.v.	Náměšť nad Oslavou	1114	1114	A						M	2024	1639
9	7	36	Martin	Hladík			44	finanční poradce	Třebíč	1227	1227	A						M	2024	1639
9	7	37	Jiří	Hlaváček			63	IT specialista, webdesigner	Třebíč	1114	1114	A						M	2024	1639
9	7	38	František	Herna			59	řidič	Humpolec	1114	1114	A						M	2024	1639
9	7	39	Josef	Matula	Mgr.		77	středoškolský pedagog	Střítež	1114	1114	A						M	2024	1639
9	7	40	Petr	Král	Mgr.		60	analytik rozvoje informačního systému	Havlíčkův Brod	1227	1227	A						M	2024	1639
9	7	41	Olga	Králová			70	administrativní pracovnice	Dobronín	1114	1114	A						F	2024	1639
9	7	42	Jiří	Jozífek			64	řidič	Jihlava	1114	1114	A						M	2024	1639
9	7	43	Josef	Peca			50	řidič	Světlá nad Sázavou	1114	1114	A						M	2024	1639
9	7	44	Radek	Jeřábek			39	důlní střelmistr	Blažkov	1114	1114	A						M	2024	1639
9	7	45	Rostislav	Rakšány			70	řidič	Žďár nad Sázavou	1227	1227	A						M	2024	1639
9	7	46	Vít	Kolář			51	řidič z povolání	Jihlava	1114	1114	A						M	2024	1639
9	7	47	Miroslav	Fiala			31	bezpečnostní pracovník	Žďár nad Sázavou	1114	1114	A						M	2024	1639
9	7	48	Pavel	Topič			51	operátor výroby	Světlá nad Sázavou	1114	1114	A						M	2024	1639
9	7	49	Tomáš	Adamec			49	provozovatel klubu	Světlá nad Sázavou	1114	1114	A						M	2024	1639
9	7	50	Dorian	Mládek			47	operátor - tiskař	Třebíč	1227	1227	A						M	2024	1639
9	15	1	Danuše	Herpe Jungmannová			69	umělkyně v důchodu, předsedkyně spolku SOS for pets	Chlumec	99	715	A						F	2024	715
9	15	2	Dana	Hlouchová			44	OSVČ - kosmetička, ochránce zvířat	Valeč	99	715	A						F	2024	715
9	15	3	Ivana	Jelínková			60	manažerka prodeje	Polná	99	715	A						F	2024	715
9	16	1	Karolína	Kubisková	Ing.		39	místopředsedkyně hnutí PŘÍSAHA, zastupitelka města a podnikatelka v oblasti motorismu a pohonných hmot	Kamenice nad Lipou	1245	1245	A						F	2024	1245
9	16	2	Jan	Míka	Ing.	MBA	70	kontrolor, bývalý emeritní ředitel Krajské správy a údržby silnic Vysočina, člen kontrolního výboru města Humpolec	Humpolec	99	1245	A						M	2024	1245
9	16	3	Tomáš	Klement	Ing.		40	podnikatel ve stavebnictví, člen kontrolního výboru města Havlíčkův Brod	Bartoušov	1245	1245	A						M	2024	1245
9	16	4	Petra	Fejtová	MUDr. Ing.	MBA	36	všeobecná lékařka	Herálec	99	1245	A						F	2024	1245
9	16	5	Vít	Prchal			55	podnikatel v oblasti zdravé výživy, bývalý člen Rady města Jihlava	Jihlava	99	1245	A						M	2024	1245
9	16	6	Jolana	Řimková	Mgr. Bc.		60	středoškolský pedagog	Třebíč	99	1245	A						F	2024	1245
9	16	7	Jiří	Hrad	Ing.		41	technolog	Kamenice	99	1245	A						M	2024	1245
9	16	8	Libor	Pistulka	Ing.		40	týmový vedoucí THP	Jihlava	99	1245	A						M	2024	1245
9	16	9	Hana	Fialková			67	administrativní pracovník ve zdravotnictví	Havlíčkův Brod	1245	1245	A						F	2024	1245
9	16	10	Jaroslav	Homolka	Mgr.		42	advokát	Jihlava	99	1245	A						M	2024	1245
9	16	11	Jana	Hostašová	Mgr.		53	podnikatelka	Třebíč	99	1245	A						F	2024	1245
9	16	12	Rostislav	Růžička	Bc.		37	geodet	Nové Město na Moravě	99	1245	A						M	2024	1245
9	16	13	Ladislav	Krédl	JUDr.		81	advokát	Jihlava	99	1245	A						M	2024	1245
9	16	14	Jaroslav	Kubiska	Ing.		40	podnikatel v oblasti motorismu a pohonných hmot, zastupitel města a předseda finančního výboru Kamenice nad Lipou	Kamenice nad Lipou	1245	1245	A						M	2024	1245
9	16	15	Miroslav	Kejla			54	seřizovač strojů	Humpolec	1245	1245	A						M	2024	1245
9	16	16	Ladislav	Bleha			64	zemědělec	Humpolec	1245	1245	A						M	2024	1245
9	16	17	Jakub	Broža			32	kompletátor, zastupitel obce Jabloňov	Jabloňov	99	1245	A						M	2024	1245
9	16	18	Jana	Horynová	Bc.		39	sociální pracovnice	Břevnice	99	1245	A						F	2024	1245
9	16	19	Michal	Chvála			50	stavební dělník	Kamenice nad Lipou	99	1245	A						M	2024	1245
9	16	20	Michal	Burian			35	šéfredaktor internetového časopisu	Jihlava	99	1245	A						M	2024	1245
9	16	21	Marie	Žáčková			68	důchodkyně, bývalá starostka obce Budíkov	Budíkov	99	1245	A						F	2024	1245
9	16	22	Miroslav	Kamínek			51	strojvedoucí	Havlíčkův Brod	1245	1245	A						M	2024	1245
9	16	23	Věra	Juhaňáková			39	farmaceutický asistent	Bartoušov	99	1245	A						F	2024	1245
9	16	24	František	Košík			57	strojvedoucí	Žďár nad Sázavou	99	1245	A						M	2024	1245
9	16	25	Radek	Kratochvíl			50	podnikatel	Žďár nad Sázavou	99	1245	A						M	2024	1245
9	16	26	Marek	Přikryl			30	obsluha technologické linky	Dehtáře	99	1245	A						M	2024	1245
9	16	27	Olga	Hrubešová			61	důchodkyně, bývalá starostka obce Zlátenka	Zlátenka	99	1245	A						F	2024	1245
9	16	28	Pavel	Svoboda			29	kompletátor	Smrk	99	1245	A						M	2024	1245
9	16	29	Otto	Žítek			47	strojvedoucí	Šlapanov	99	1245	A						M	2024	1245
9	16	30	Zbyněk	Šandera			38	podnikatel	Jihlava	99	1245	A						M	2024	1245
9	16	31	Rudolf	Juhaňák			42	vedoucí výroby	Bartoušov	99	1245	A						M	2024	1245
9	16	32	Rostislav	Pokorný			54	podnikatel	Krahulov	99	1245	A						M	2024	1245
9	16	33	Zdeněk	Kučera			58	strojvedoucí	Havlíčkův Brod	99	1245	A						M	2024	1245
9	16	34	Dagmar	Pechová			46	projektový manažer	Havlíčkův Brod	99	1245	A						F	2024	1245
9	16	35	Roman	Holenda			53	hlavní mistr	Štoky	99	1245	A						M	2024	1245
9	16	36	Marta	Adamcová			67	důchodce	Květinov	99	1245	A						F	2024	1245
9	16	37	Veronika	Melzerová			39	team leader	Pohled	99	1245	A						F	2024	1245
9	16	38	Lenka	Klementová			60	sanitářka	Pohled	99	1245	A						F	2024	1245
9	16	39	Patrik	Sukdolák			52	soukromý zemědělec	Mladé Bříště	99	1245	A						M	2024	1245
9	16	40	Kristýna	Jelínková			33	podnikatelka	Maleč	99	1245	A						F	2024	1245
9	16	41	Bohuslava	Koubková			73	důchodce	Humpolec	99	1245	A						F	2024	1245
9	16	42	Patrik	Vlk			52	podnikatel	Havlíčkův Brod	99	1245	A						M	2024	1245
9	16	43	Tomáš	Neuvirt			41	zdravotník	Havlíčkův Brod	99	1245	A						M	2024	1245
9	16	44	Jan	Míka	Mgr.		45	zaměstnanec DAS	Břevnice	99	1245	A						M	2024	1245
9	16	45	Bohuslava	Holzmanová			65	důchodce	Jihlava	1245	1245	A						F	2024	1245
9	16	46	Hana	Klementová			36	obchodní zástupce	Bartoušov	99	1245	A						F	2024	1245
9	16	47	Antonín	Sukdolák			81	důchodce	Humpolec	99	1245	A						M	2024	1245
9	16	48	Marie	Sukdoláková			76	důchodce	Humpolec	99	1245	A						F	2024	1245
9	16	49	Tomáš	Vondrák			31	vychovatel a asistent pedagoga	Jihlava	99	1245	A						M	2024	1245
9	19	1	Ivana	Horká	Ing. Bc.		61	rozhlasová moderátorka, vydavatelka	Velké Meziříčí	1238	1238	A						F	2024	1238
9	19	2	Aleš	Horký	Mgr. Bc.		35	armádní a právní specialista	Velké Meziříčí	99	1238	A						M	2024	1238
9	19	3	Jan	Kuča	Mgr.		48	etnolog, průvodce	Žďár nad Sázavou	99	1238	A						M	2024	1238
9	19	4	Anna	Knoflíčková	Mgr.		54	odborný rada ve školství, zastupitelka městysu Strážek	Strážek	99	1238	A						F	2024	1238
9	19	5	Viktor	Piler	Ing.		68	starosta obce Sklené nad Oslavou	Sklené nad Oslavou	99	1238	A						M	2024	1238
9	19	6	Jitka	Matějíčková	Bc.		46	knihovnice	Velké Meziříčí	99	1238	A						F	2024	1238
9	19	7	Jakub	Karban			24	elektroprojektant	Velké Meziříčí	99	1238	A						M	2024	1238
9	19	8	Ivana	Wasserbauerová			59	OSVČ	Velké Meziříčí	99	1238	A						F	2024	1238
9	19	9	Lenka	Kůpová			58	OSVČ, certifikovaná realitní makléřka pro Vysočinu	Oslavice	99	1238	A						F	2024	1238
9	19	10	Josef	Matějíček			49	skladník supermarketu	Velké Meziříčí	99	1238	A						M	2024	1238
9	19	11	Žaneta	Koukalová	Bc.		33	mateřská dovolená	Měřín	99	1238	A						F	2024	1238
9	19	12	Pavla	Kotačková			61	zdravotní sestra	Velké Meziříčí	99	1238	A						F	2024	1238
9	19	13	Lucie	Uchytilová			36	mateřská dovolená	Horní Radslavice	99	1238	A						F	2024	1238
9	21	1	Hana	Hajnová	Mgr.		39	náměstkyně hejtmana Kraje Vysočina, projektová manažerka	Telč	720	720	A						F	2024	720
9	21	2	Jan	Břížďala	RNDr.	Ph.D.	31	radní Kraje Vysočina pro školství, mládež, sport a IT, učitel matematiky a chemie	Třebíč	720	720	A						M	2024	720
9	21	3	Barbora	Pipášová	Mgr.		39	terapeutka pro děti, dospívající a dospělé	Moravské Budějovice	720	720	A						F	2024	720
9	21	4	Pavel	Knežik			44	specialista pro správu počítačových sítí a kybernetickou bezpečnost, zastupitel Kraje Vysočina, dobrovolný hasič	Pelhřimov	720	720	A						M	2024	720
9	21	5	Jiří	Svoboda	Bc.		40	PR manažer, fotograf, dramaturg Filmového OKA	Havlíčkův Brod	720	720	A						M	2024	720
9	21	6	Hana	Stuchlík Kašpaříková	Ing.		39	pečující máma, krajinná projektantka, propagátorka udržitelné dopravy	Jihlava	720	720	A						F	2024	720
9	21	7	Jan	Pošvář	Bc.		39	vývojář informačních systémů	Mnich	720	720	A						M	2024	720
9	21	8	Jiří	Wiche	Ing.		58	ekonom, zastupitel Kraje Vysočina	Havlíčkův Brod	720	720	A						M	2024	720
9	21	9	Tomáš	Veverka			44	radní v Moravských Budějovicích, podnikatel v e-commerce	Moravské Budějovice	720	720	A						M	2024	720
9	21	10	Jakub	Stočes			18	student, hudebník a aktivista	Světlá nad Sázavou	720	720	A						M	2024	720
9	21	11	Iva	Babincová	Mgr.		42	středoškolská pedagožka, psychoterapeutka, radní v Pelhřimově	Pelhřimov	720	720	A						F	2024	720
9	21	12	Vít	Žáček	Bc.		26	student Institutu ekonomických studií FSV UK	Jihlava	720	720	A						M	2024	720
9	21	13	Martin	Kaman			39	místostarosta Velkého Meziříčí	Velké Meziříčí	720	720	A						M	2024	720
9	21	14	Markéta	Šimková	Mgr.		58	ředitelka ZŠ a MŠ Křídla	Křídla	720	720	A						F	2024	720
9	21	15	Daniel	Škarka	Bc.		45	antropolog, výzkumník, analytik, poradce obcím v oblasti bydlení	Jihlava	720	720	A						M	2024	720
9	21	16	Zdeňka	Lišková			60	vedoucí odpadového hospodářství	Pelhřimov	720	720	A						F	2024	720
9	21	17	Marek	Křejpský	Ing.		49	IT konzultant, architekt digitálních řešení	Škrdlovice	720	720	A						M	2024	720
9	21	18	Jakub	Vrzal			18	student, vedoucí dětského oddílu	Brtnice	720	720	A						M	2024	720
9	21	19	Barbora	Pokorná			33	krajská koordinátorka Pirátů na Vysočině	Třebíč	720	720	A						F	2024	720
9	21	20	Marek Matěj	Nováček			23	student právnické fakulty	Okříšky	720	720	A						M	2024	720
9	21	21	Tereza	Kafková	Ing. arch.		35	architektka	Jihlava	720	720	A						F	2024	720
9	21	22	Petra	Kujínek Polodnová	Mgr.		39	advokátka	Telč	720	720	A						F	2024	720
9	21	23	Jaroslava	Šmídková	Mgr.		46	spoluzakladatelka základní školy a lesního komunitního centra	Sněžné	720	720	A						F	2024	720
9	21	24	Miroslav	Vácha		DiS.	40	zdravotnický záchranář, místopředseda odborové organizace	Třeštice	720	720	A						M	2024	720
9	21	25	Tomáš	Ryška			24	právní asistent	Jihlava	99	720	A						M	2024	720
9	21	26	Klára	Sukdoláková	Bc.		39	účetní	Pelhřimov	720	720	A						F	2024	720
9	21	27	Hana	Vařejková	Mgr.	MBA	38	koordinátorka mezinárodní spolupráce mateřských škol a metodička školního poradenství Národního pedagogického institutu ČR	Jihlava	720	720	A						F	2024	720
9	21	28	Olga	Honsová	Mgr.		49	učitelka angličtiny na Gymnáziu a SOŠ Moravské Budějovice a radní města	Moravské Budějovice	99	720	A						F	2024	720
9	21	29	Tomáš	Bitman			20	student VŠE Fakulta informatiky a statistiky	Pelhřimov	720	720	A						M	2024	720
9	21	30	Blanka	Lednická	Bc.		43	genealožka, zastupitelka Kraje Vysočina	Olešná	720	720	A						F	2024	720
9	21	31	Jaroslav	Vysoký			42	IT technická podpora	Jaroměřice nad Rokytnou	720	720	A						M	2024	720
9	21	32	Hana	Palánová	Mgr.		39	cukrářka	Jihlava	720	720	A						F	2024	720
9	21	33	Ivo	Líbal	Ing.		51	IT specialista	Nové Veselí	720	720	A						M	2024	720
9	21	34	Marta	Kozdas	Mgr. Ing.	Ph.D.	40	speciální pedagožka, odborná asistentka na univerzitě	Jihlava	99	720	A						F	2024	720
9	21	35	Tomáš	Bouda	Ing.		29	projektový vedoucí	Jihlava	720	720	A						M	2024	720
9	21	36	Tadeáš	Krejčí			19	student	Pelhřimov	99	720	A						M	2024	720
9	21	37	Roman	Kubát	Mgr.		61	učitel matematiky a informatiky na gymnáziu v Chotěboři	Chotěboř	720	720	A						M	2024	720
9	21	38	Martin	Domkář	MgA.		39	ředitel střediska volného času AZ centrum Havlíčkův Brod	Okrouhlice	99	720	A						M	2024	720
9	21	39	Jiří	Pykal	Ing.		53	místostarosta města Telč, manažer ekofarmy	Telč	5	720	A						M	2024	720
9	21	40	Tereza	Mašková		DiS.	41	zdravotní sestra v domácí paliativní péči	Pelhřimov	720	720	A						F	2024	720
9	21	41	Martin	Hendrych			53	místostarosta Humpolce	Humpolec	720	720	A						M	2024	720
9	21	42	Martin	Kříž	Ing.		45	programový ředitel ekocentra Chaloupky	Zašovice	99	720	A						M	2024	720
9	21	43	Anna	Kohoutová	Ing.		43	projektantka pozemkových úprav	Třebíč	99	720	A						F	2024	720
9	21	44	Jiří	Karafiát			30	konstruktér	Pelhřimov	99	720	A						M	2024	720
9	21	45	Tomáš	Blažek	Ing.		57	technik v ochraně přírody	Nové Město na Moravě	720	720	A						M	2024	720
9	21	46	Sabina	Svobodová		DiS.	28	rodičovská dovolená, teamleader a poradce v oblasti Thermomix	Budišov	99	720	A						F	2024	720
9	21	47	Marie	Lausová			21	studentka politologie a mezinárodních vztahů na Univerzitě Karlově	Jihlava	99	720	A						F	2024	720
9	21	48	Petr	Vozáb	Ing. arch.		31	architekt, grafik	Havlíčkův Brod	99	720	A						M	2024	720
9	21	49	Matyáš	Černý			20	student, finanční poradce	Třebíč	99	720	A						M	2024	720
9	21	50	Luboš	Oborný			18	student SPŠ Třebíč	Třebíč	99	720	A						M	2024	720
9	33	1	Josef	Pelikán	Ing.		47	stavební inženýr	Přibyslav	99	121	A						M	2024	1641
9	33	2	Miroslav	Nedělka			50	truhlář	Velká Losenice	99	121	A						M	2024	1641
9	35	1	Pavel	Janoušek	Ing.		45	starosta obce	Oslavice	1	1	A						M	2024	1
9	35	2	Jan	Tourek	Mgr.		48	radní Kraje Vysočina	Světlá nad Sázavou	1	1	A						M	2024	1
9	35	3	Jan	Matějů	Ing.		52	ředitel výrobní firmy	Pelhřimov	1	1	A						M	2024	1
9	35	4	Martin	Kodys			49	starosta obce, velitel družstva jednotky SDH obce	Třeštice	99	1	A						M	2024	1
9	35	5	Marie	Dudíková	Mgr.		68	zastupitelka Kraje Vysočina	Třebíč	1	1	A						F	2024	1
9	35	6	Josef	Klement	Ing.		53	senátor	Žďár nad Sázavou	1	1	A						M	2024	1
9	35	7	Benjamin	Činčila	Bc.		28	vedoucí analytického oddělení	Sedletín	1	1	A						M	2024	1
9	35	8	Petr	Piáček	Ing.		46	radní statutárního města, dopravní inženýr	Jihlava	1	1	A						M	2024	1
9	35	9	Romana	Bělohlávková	MUDr.		59	poslankyně, dětská lékařka	Žďár nad Sázavou	1	1	A						F	2024	1
9	35	10	Jan	Brožek	Mgr.		44	starosta města	Černovice	1	1	A						M	2024	1
9	35	11	Josef	Herbrych	Ing.		61	provozní náměstek Sociálního centra Kraje Vysočina	Rokytnice nad Rokytnou	1	1	A						M	2024	1
9	35	12	Markéta	Lavická	Ing.		46	starostka města	Velká Bíteš	99	1	A						F	2024	1
9	35	13	Vít	Kaňkovský	MUDr.		54	poslanec, lékař - ortoped	Třešť	1	1	A						M	2024	1
9	35	14	Petr	Žák	Ing.		48	ředitel Domova pro seniory	Moravské Budějovice	1	1	A						M	2024	1
9	35	15	František	Aubrecht	Ing.		62	starosta města	Světlá nad Sázavou	99	1	A						M	2024	1
9	35	16	Pavla	Krejzlová			49	asistentka senátora, učitelka v dětské skupině	Netín	1	1	A						F	2024	1
9	35	17	Lenka	Charvátová	Mgr.		42	starostka městyse	Batelov	99	1	A						F	2024	1
9	35	18	Josef	Homolka	Ing.		59	starosta městyse	Jimramov	1	1	A						M	2024	1
9	35	19	Miroslav	Krupica	Bc.	MSc	47	OSVČ - realitní zprostředkovatel	Třebíč	1	1	A						M	2024	1
9	35	20	Karel	Kratochvíl	Mgr.		43	místostarosta města	Pelhřimov	1	1	A						M	2024	1
9	35	21	Ondřej	Rázl	Mgr.		34	ředitel KD Ostrov Havlíčkův Brod, moderátor	Havlíčkův Brod	1	1	A						M	2024	1
9	35	22	Martin	Havlíček			33	starosta městyse	Vojnův Městec	1	1	A						M	2024	1
9	35	23	Martin	Laštovička	Ing. arch.		59	náměstek primátora statutárního města	Jihlava	1	1	A						M	2024	1
9	35	24	Michal	Saidl	Bc.	DiS.	39	manažer kvality sociálních služeb	Okříšky	1	1	A						M	2024	1
9	35	25	Vojtěch	Dvořák	Mgr.		26	organizační pracovník Mendelovy univerzity	Dobrá Voda	1	1	A						M	2024	1
9	35	26	František	Němec	Ing.		50	místostarosta města	Ždírec nad Doubravou	1	1	A						M	2024	1
9	35	27	Jiří	Pejchal	MUDr.		44	lékař	Kněžice	1	1	A						M	2024	1
9	35	28	Václav	Mičín	Ing.		40	stavební technik	Bystřice nad Pernštejnem	99	1	A						M	2024	1
9	35	29	Jaroslav	Hrubý	Ing.		56	specialista nakládání s odpady	Náměšť nad Oslavou	1	1	A						M	2024	1
9	35	30	Alena	Krejčí	Bc.	DiS.	43	zdravotní sestra	Humpolec	99	1	A						F	2024	1
9	35	31	Petr	Gregor	Ing.		57	obchodní ředitel	Chotěboř	1	1	A						M	2024	1
9	35	32	Antonín	Váša			55	starosta městyse	Radostín nad Oslavou	1	1	A						M	2024	1
9	35	33	Štěpán	Komárek	Mgr.		49	vedoucí úředník a IT specialista Magistrátu města Jihlavy, starosta obce	Černíč	1	1	A						M	2024	1
9	35	34	Petr	Herbrych	Mgr.		24	novinář, historik	Rokytnice nad Rokytnou	1	1	A						M	2024	1
9	35	35	Radek	Pátek	Mgr.		43	starosta obce	Velká Losenice	1	1	A						M	2024	1
9	35	36	Marie	Palánová	Mgr.		52	zástupce ředitele pro teoretické vyučování, zastupitelka statutárního města	Jihlava	1	1	A						F	2024	1
9	35	37	Jan	Málek	Mgr. et Mgr.		38	ministerský rada	Přibyslav	1	1	A						M	2024	1
9	35	38	Helena	Tučková	Mgr.		51	starostka obce	Nová Ves u Nového Města na Moravě	1	1	A						F	2024	1
9	35	39	Jan	Kratochvíl	MgA.		37	architekt, jednatel společnosti	Hrotovice	1	1	A						M	2024	1
9	35	40	Vladislav	Hynk	Ing.		51	starosta města	Třešť	1	1	A						M	2024	1
9	35	41	Vlastimil	Brukner	Ing.		58	lesník	Humpolec	1	1	A						M	2024	1
9	35	42	Petra	Bruknerová	Mgr. Bc.	DiS.	49	ředitelka Domova pro seniory	Humpolec	99	1	A						F	2024	1
9	35	43	Jiří	Kasal	Ing.		61	vedoucí technického úseku	Krucemburk	1	1	A						M	2024	1
9	35	44	Miroslav	Prokeš			50	soukromý zemědělec	Jemnice	1	1	A						M	2024	1
9	35	45	Dana	Bezstarostová	Mgr.	dipl. um.	46	učitelka ZUŠ	Pelhřimov	99	1	A						F	2024	1
9	35	46	Vít	Dvořák	Ing.		28	projektant elektro	Luka nad Jihlavou	99	1	A						M	2024	1
9	35	47	Eva	Jurečková	Mgr. et Mgr.		38	právník	Senožaty	1	1	A						F	2024	1
9	35	48	Michal	Růžička		DiS.	48	zdravotník	Havlíčkův Brod	1	1	A						M	2024	1
9	35	49	Jana	Karasová	Bc.		55	koordinátor aktivit a dobrovolníků	Třebíč	1	1	A						F	2024	1
9	35	50	Pavel	Komín			64	místostarosta města	Telč	1	1	A						M	2024	1
9	39	1	Martin	Kukla	Ing.		41	poslanec, včelař	Počátky	768	768	A						M	2024	768
9	39	2	Pavel	Franěk	Mgr.		61	místostarosta	Třebíč	768	768	A						M	2024	768
9	39	3	Otto	Vopěnka	Ing.		57	jednatel společnosti	Ledeč nad Sázavou	768	768	A						M	2024	768
9	39	4	Jiří	Horký			41	podnikatel	Osová Bítýška	768	768	A						M	2024	768
9	39	5	Petra	Nečadová	Bc.		54	vrchní referent	Jihlava	768	768	A						F	2024	768
9	39	6	Miloš	Hrůza			59	1. místostarosta	Třebíč	768	768	A						M	2024	768
9	39	7	Radek	Zlesák	Ing.		41	stavební inženýr	Žďár nad Sázavou	768	768	A						M	2024	768
9	39	8	Jiří	Pokorný	Ing.		49	náměstek primátora	Jihlava	768	768	A						M	2024	768
9	39	9	Vladimír	Slávka	Ing.		66	místostarosta	Havlíčkův Brod	768	768	A						M	2024	768
9	39	10	Jana	Nagyová	Ing.	Ph.D.	53	europoslankyně	Jihlava	768	768	A						F	2024	768
9	39	11	Zuzana	Kratochvílová	Ing.		47	radní	Třebíč	768	768	A						F	2024	768
9	39	12	Václav	Křivánek			55	místostarosta	Humpolec	768	768	A						M	2024	768
9	39	13	Marek	Kučera			51	jednatel společnosti	Nové Město na Moravě	768	768	A						M	2024	768
9	39	14	Radek	Popelka		MBA	53	náměstek primátora	Jihlava	768	768	A						M	2024	768
9	39	15	Josef	Kott	Ing.		53	poslanec	Olešná	768	768	A						M	2024	768
9	39	16	Lucie	Stehlíková	MUDr.		42	praktická lékařka	Havlíčkův Brod	99	768	A						F	2024	768
9	39	17	Pavel	Řehoř	Ing.		31	obchodní manažer	Třebíč	768	768	A						M	2024	768
9	39	18	Vlastimil	Bařinka	Ing.		66	OSVČ, důchodce	Moravské Budějovice	99	768	A						M	2024	768
9	39	19	Zdeněk	Faltus	MUDr.		67	lékař	Jihlava	768	768	A						M	2024	768
9	39	20	Vladimír	Malec	Ing.		58	podnikatel	Velké Meziříčí	768	768	A						M	2024	768
9	39	21	Monika	Oborná	Ing.		35	poslankyně	Březník	768	768	A						F	2024	768
9	39	22	Drahoslav	Ryba	Ing.		61	generál HZS ČR, poslanec	Radostín nad Oslavou	99	768	A						M	2024	768
9	39	23	František	Novák	Ing.		62	ředitel společnosti	Koberovice	768	768	A						M	2024	768
9	39	24	Josef	Jambor			50	strojvedoucí	Golčův Jeníkov	768	768	A						M	2024	768
9	39	25	Richard	Šedivý	Ing.		41	náměstek primátora	Jihlava	768	768	A						M	2024	768
9	39	26	Soňa	Humpolíčková	Bc.		53	ekonomický náměstek, zástupce ředitele	Bystřice nad Pernštejnem	99	768	A						F	2024	768
9	39	27	Tomáš	Chlachula	Bc.		24	radní, student	Třebíč	768	768	A						M	2024	768
9	39	28	Jiří	Kotlík	Bc.		38	výkonný ředitel	Jihlava	768	768	A						M	2024	768
9	39	29	Jaroslav	Hedvičák			37	místostarosta	Žďár nad Sázavou	768	768	A						M	2024	768
9	39	30	Magdaléna	Skořepová		MBA	54	radní města Jihlavy	Jihlava	768	768	A						F	2024	768
9	39	31	Daniel	Chymo			49	vedoucí dopravy	Havlíčkův Brod	768	768	A						M	2024	768
9	39	32	Jiřina	Gáliková	MUDr.		72	lékařka	Jihlava	768	768	A						F	2024	768
9	39	33	Marie	Jarošová	Mgr.		51	učitelka SŠ	Humpolec	768	768	A						F	2024	768
9	39	34	Václav	Kosina			77	důchodce	Budišov	768	768	A						M	2024	768
9	39	35	Hana	Riegerová	Ing.		53	manažerka, MAHONY PHARMA a.s.	Chotěboř	768	768	A						F	2024	768
9	39	36	Pavel František	Daněk			29	strážník městské policie Jihlava	Jihlava	768	768	A						M	2024	768
9	39	37	Dana	Babišová			53	administrativní pracovník	Jemnice	768	768	A						F	2024	768
9	39	38	Petra	Schmelz			46	terapeut v sociálních službách	Budíkov	768	768	A						F	2024	768
9	39	39	Igor	Jelínek			42	kvalitář	Bory	768	768	A						M	2024	768
9	39	40	Alois	Pindjak	Bc.		64	zastupitel města Jihlava	Jihlava	768	768	A						M	2024	768
9	39	41	František	Smažil	Ing.		69	důchodce	Velké Meziříčí	768	768	A						M	2024	768
9	39	42	Marta	Sobotková			63	důchodce	Třebíč	768	768	A						F	2024	768
9	39	43	Luděk	Novotný			20	student	Libkova Voda	768	768	A						M	2024	768
9	39	44	Jaroslav	Drahoš	Bc.		53	vychovatel	Jihlava	768	768	A						M	2024	768
9	39	45	Lukáš	Endál			37	manager BK Havlíčkův Brod	Havlíčkův Brod	99	768	A						M	2024	768
9	39	46	Lukáš	Nekula			41	OSVČ	Jihlava	768	768	A						M	2024	768
9	39	47	Jiří	Navrkal			48	technický pracovník	Třebíč	768	768	A						M	2024	768
9	39	48	Ladislav	Sedmidubský	Ing.		68	jednatel společnosti	Uhřínov	768	768	A						M	2024	768
9	39	49	Milan	Kašpar	Ing.	CSc.	70	soudní tlumočník angličtiny	Havlíčkův Brod	768	768	A						M	2024	768
9	39	50	Jan	Hofman			49	vedoucí pracoviště	Jihlava	768	768	A						M	2024	768
9	47	1	Luděk	Růžička	Mgr.		52	advokát, soukromý zemědělec	Jaroměřice nad Rokytnou	1292	1292	A						M	2024	1292
9	47	2	Miloš	Komínek			59	podnikatel	Velké Meziříčí	1292	1292	A						M	2024	1292
9	47	3	Vít	Pavelec	Bc.		47	vedoucí pracovník stavební firmy	Jaroměřice nad Rokytnou	99	1292	A						M	2024	1292
9	47	4	Pavel	Procházka			52	THP pracovník v lesnictví	Nové Syrovice	99	1292	A						M	2024	1292
9	47	5	Pavel	Decsi			48	OSVČ	Kamenice	99	1292	A						M	2024	1292
